epsilon,neighborhood,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
2.0,0,11,0,19,0,4,34,1,6,6,0,6,0,2,23,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,13,11,0,1,0,0,0,22,941,0,0,2,3,18,10,231,0,22,0,14,0,16,9,0,4,52,7,0,0,0,0,0,19,0,0,0,11,44,16,2,0,8,0,15,0,12,0,11,1,0,0,0,0,3,15,0,0,0,0,0,4,0,0,0,0,5,11,2,20,18,13,12,0,3,0,0,19,0,3,0,0,5,0,4,0,6,26,0,3,37,5,0,6,0,5,0,0,9,18,9,27,0,0,18,8,0,2,0,0,0,0,54,3,0,12,16,0,4,0,0,2,0,1,27,1,15,33,1,4,0,0,5,3,2,0,3,6,0,0,3,9,13,0,0,11,0
2.0,0,12,0,1,0,10,0,0,0,9,0,16,0,41,10,0,0,18,29,28,34,0,1,0,16,2,7,0,29,0,0,0,8,0,0,29,0,0,1503,0,3,22,0,0,10,240,0,11,0,2,0,0,0,20,11,43,25,0,8,1,7,0,31,2,7,0,7,31,0,10,0,0,4,0,0,50,4,0,0,1,0,0,0,9,1,1,7,18,4,5,10,3,0,23,7,0,1,26,31,22,8,0,0,0,0,0,1,0,9,0,21,0,8,22,18,12,0,0,24,11,3,0,0,9,3,0,36,0,0,0,4,0,20,19,0,0,3,0,0,9,0,4,0,0,0,1,6,0,0,10,20,0,0,0,0,33,3,0,3,0,6,3,5,6,0,0,5,6,18,0,8,4,2,3,0,0
2.0,1,1,0,3,3,0,0,1,0,19,0,106,2,3,17,0,0,39,4,0,0,2,0,20,6,6,2,0,0,0,0,16,0,12,0,15,2,0,10,0,12,10,0,16,10,0,6,0,4,0,4,0,0,0,4,37,1,10,0,18,24,7,0,19,0,0,0,7,0,9,0,8,0,10,16,0,83,5,5,6,0,0,36,6,0,11,0,7,1,10,0,0,0,0,0,0,6,0,22,7,30,0,0,0,5,14,0,47,8,0,0,0,8,0,0,33,0,0,1,0,0,0,9,0,0,1,0,0,0,0,31,0,0,2,12,0,4,26,18,11,0,0,0,3,0,15,1,2,0,4,36,4,14,1,5,0,0,20,0,0,10,13,7,0,6,0,6,0,10,0,6,5,0,0,0,0
2.0,1,2,0,0,11,14,2,0,10,0,0,117,4,0,0,6,0,4,0,0,17,10,1,17,24,26,0,0,3,3,3,7,3,2,14,5,10,18,0,0,5,0,10,0,12,0,7,2,0,3,5,1,0,0,38,0,0,0,21,26,3,4,1,8,0,3,0,0,0,0,0,16,33,0,0,6,91,29,0,0,0,0,0,9,0,0,23,17,8,2,5,0,0,38,0,32,21,9,24,10,0,0,2,0,0,3,10,0,7,0,19,0,0,0,5,17,3,0,0,12,1,0,25,0,7,0,0,16,3,0,0,12,13,0,0,24,3,13,0,2,0,0,8,19,0,0,0,0,0,0,13,14,5,8,31,11,0,0,0,4,0,0,7,0,2,3,7,0,30,0,0,8,0,0,0,0
2.0,1,3,3,7,0,7,15,16,3,3,14,114,6,0,5,3,5,10,6,0,27,12,35,8,2,0,0,34,10,0,0,4,4,10,2,0,0,1,91,0,0,0,0,4,24,0,0,0,0,1,0,0,14,0,13,41,0,0,0,1,3,0,15,0,0,5,4,0,11,0,21,0,6,0,0,0,190,0,3,5,1,5,0,2,0,5,6,0,0,0,0,4,8,8,1,0,4,0,9,0,15,0,13,0,6,20,20,0,0,0,11,36,7,2,16,7,0,8,1,0,11,0,0,0,6,36,4,1,19,0,0,0,0,0,0,0,0,25,3,9,0,0,2,0,0,0,1,16,0,0,70,0,14,0,1,0,0,0,0,0,6,3,11,6,3,10,0,0,0,0,0,49,2,7,4,0
2.0,1,4,2,0,7,5,0,0,24,0,0,110,2,0,0,0,36,31,1,19,15,24,2,0,0,16,7,0,20,3,0,20,2,16,6,0,0,0,66,14,7,38,0,0,15,65,0,0,9,13,0,18,0,0,0,54,4,0,0,0,15,0,0,25,0,0,4,16,35,0,8,9,0,1,3,0,47,0,4,0,12,10,3,1,6,0,0,29,0,2,9,0,0,7,0,8,29,0,51,2,0,0,0,0,9,3,20,66,0,0,0,8,17,0,9,0,9,0,0,8,1,13,2,5,2,0,8,0,8,0,0,1,0,0,0,5,0,17,14,0,7,6,2,0,0,0,29,0,0,1,53,0,0,17,0,10,16,9,22,45,15,10,11,10,5,16,0,31,5,3,8,0,0,0,2,2
2.0,1,5,36,0,0,6,2,0,0,2,3,98,0,28,0,2,0,47,1,0,0,7,0,0,19,0,1,2,2,15,6,8,9,0,0,7,0,7,120,6,4,0,0,0,44,106,0,2,9,0,0,0,0,15,0,11,0,0,0,4,0,69,0,15,5,30,3,28,0,0,13,27,0,1,0,38,46,10,0,15,0,0,39,0,1,6,18,5,8,0,3,20,0,0,0,0,8,2,7,7,15,0,0,0,21,22,0,14,5,23,3,2,0,13,2,0,0,0,3,0,0,0,0,0,4,0,0,57,0,11,0,13,8,12,3,0,0,8,1,14,0,0,19,28,6,0,0,4,5,4,91,0,0,0,8,1,2,5,0,23,3,13,2,0,0,13,13,23,0,0,7,15,0,6,4,25
2.0,1,6,0,12,0,1,0,14,0,8,0,68,0,0,1,27,0,8,0,23,0,19,7,3,0,2,20,7,41,0,2,21,23,7,16,0,36,7,84,0,0,7,0,5,7,60,4,0,0,2,0,4,8,14,1,12,8,0,10,0,3,21,1,0,0,0,25,7,0,31,0,8,0,3,7,0,43,0,0,16,4,3,36,3,0,0,0,0,0,4,0,9,2,4,99,0,0,0,21,2,0,0,0,0,2,9,9,0,0,4,0,1,0,2,0,0,0,0,0,0,22,1,13,5,10,0,18,18,0,20,0,8,0,6,2,1,18,11,0,2,12,6,23,0,8,11,5,0,7,0,37,0,0,0,13,1,9,10,2,25,0,9,15,0,8,0,0,0,18,0,19,0,33,13,27,0
2.0,1,7,10,0,0,2,0,43,20,0,0,131,0,0,4,0,4,5,10,0,9,0,0,0,4,3,24,1,21,11,0,39,0,1,25,3,0,7,79,1,0,0,0,17,19,88,0,0,1,0,0,0,33,0,0,20,21,8,0,0,0,14,6,23,30,16,0,0,25,0,1,34,0,12,56,0,0,0,0,0,15,0,5,1,10,9,41,8,6,0,2,20,0,4,2,1,8,9,0,3,0,2,0,17,0,0,0,42,28,14,36,0,4,0,4,0,0,21,0,0,0,3,7,2,4,9,0,19,14,8,22,0,2,24,12,17,0,8,6,0,0,23,13,6,8,0,28,20,0,0,39,15,16,2,0,4,0,4,3,22,0,0,0,0,2,0,9,0,13,0,0,0,8,0,1,2
2.0,1,8,1,0,4,0,0,0,0,4,18,80,3,0,0,0,0,0,0,4,0,1,0,3,38,0,16,0,6,9,3,8,29,0,2,0,0,23,99,11,0,0,23,2,6,82,0,4,0,7,0,3,16,0,6,19,0,0,0,34,0,0,33,15,3,7,21,0,0,6,0,1,9,16,4,1,45,20,1,0,7,2,24,0,0,0,34,0,1,0,9,8,0,6,10,0,12,1,0,0,1,18,0,3,0,5,49,26,0,0,0,0,4,3,16,37,0,8,0,0,8,9,1,0,2,2,4,12,3,0,0,12,0,3,19,37,2,7,0,2,12,2,0,0,9,19,0,0,0,0,54,4,0,8,0,0,1,0,0,9,14,0,0,22,32,23,0,0,34,12,0,0,0,1,11,21
2.0,1,9,10,15,0,0,5,38,0,0,13,84,1,0,0,2,17,0,0,6,6,0,0,23,19,25,60,35,19,0,0,20,1,4,13,1,0,7,87,0,12,0,0,11,14,69,0,0,10,5,1,0,0,2,27,37,0,0,5,24,10,0,0,13,0,0,5,28,0,0,39,4,24,13,0,16,38,9,3,0,0,0,4,0,1,0,9,0,24,10,0,7,6,0,0,18,10,17,5,10,0,0,0,1,8,9,0,0,2,8,0,0,0,0,1,0,0,23,0,3,0,1,2,0,7,0,0,0,6,0,2,2,0,41,0,0,0,0,0,0,0,1,3,8,0,0,0,5,0,0,38,11,2,0,7,1,0,4,4,4,5,0,4,0,0,0,47,14,7,20,0,9,4,5,6,0
2.0,1,10,0,0,11,19,22,10,0,0,0,78,7,2,15,0,6,0,7,9,0,8,0,0,0,0,0,0,5,0,0,18,3,1,2,0,0,0,105,0,11,0,14,8,0,102,5,2,0,0,0,3,0,0,20,14,14,0,1,0,0,7,5,40,0,0,10,2,0,0,6,1,0,13,3,10,4,5,0,0,9,6,22,7,6,11,1,8,0,1,0,0,6,16,27,40,36,6,20,9,0,6,0,0,21,4,0,0,6,0,24,0,0,0,0,6,4,0,49,6,11,26,23,0,4,0,7,7,0,7,4,0,0,17,2,0,0,10,0,3,11,1,3,8,4,0,0,0,0,0,5,0,13,7,0,7,0,1,31,30,6,18,0,0,18,16,6,2,22,0,12,0,1,2,0,0
2.0,1,11,0,0,4,0,0,0,0,0,2,102,0,0,0,0,15,1,1,12,15,0,0,0,0,14,3,0,0,6,9,14,20,0,5,0,0,13,110,0,2,2,1,0,29,67,0,0,1,0,0,0,0,2,1,21,11,0,26,2,0,12,0,7,5,14,28,0,0,13,1,10,3,6,1,0,4,7,10,20,0,0,8,0,0,9,3,9,3,0,0,0,9,26,10,3,14,0,7,11,33,0,1,0,0,13,0,0,10,37,9,0,0,29,10,3,14,20,0,20,0,0,0,41,11,4,0,10,0,10,0,6,5,23,1,12,34,0,1,8,4,0,0,13,2,0,6,0,0,0,34,19,0,0,2,0,11,1,7,24,0,7,8,0,0,10,2,0,0,0,0,0,2,5,37,0
2.0,1,12,0,0,0,0,0,0,32,14,0,118,23,0,10,0,0,12,0,0,6,0,0,0,0,0,10,0,0,6,11,0,2,0,25,2,0,20,93,0,0,2,3,0,11,74,24,15,0,0,2,0,0,5,30,5,0,2,0,2,0,13,0,21,1,9,0,0,2,1,0,0,17,0,0,6,0,0,0,0,0,0,28,0,1,3,0,0,0,12,1,20,45,0,0,3,18,0,32,7,7,1,0,13,19,4,4,0,0,11,0,5,0,0,0,0,8,0,29,0,0,0,4,5,14,0,0,0,1,0,0,22,0,3,2,0,2,16,0,37,2,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,11,0,22,0,17,0,0,25,0,0,0,17,0,0,0,21,0,0,0
2.0,2,1,0,0,11,4,0,9,10,0,0,17,0,0,0,13,1,34,3,0,3,1,0,17,4,0,2,0,0,0,0,0,11,0,1,0,12,0,7,20,40,0,2,3,5,0,1,5,0,4,15,18,2,0,4,0,0,0,9,0,0,0,0,4,0,1,6,14,0,25,15,0,7,4,0,10,28,30,10,3,34,14,1,0,0,0,21,0,0,3,23,3,0,4,18,1,0,0,0,8,3,0,34,0,13,10,2,4,0,0,4,35,7,5,3,7,0,0,2,0,0,1,0,16,0,0,33,0,0,13,0,0,0,1,0,5,0,6,0,0,19,1,0,2,0,26,0,2,0,0,54,17,0,1,0,4,0,10,0,0,13,12,5,0,0,0,0,0,0,0,0,0,2,0,2,0
2.0,2,2,7,20,0,10,11,4,0,7,0,22,0,0,8,7,0,0,13,0,10,4,1,0,20,0,4,4,0,0,0,6,3,1,0,0,0,30,1,4,0,0,0,0,12,0,1,13,0,0,4,3,7,0,0,0,0,0,0,0,0,0,9,0,17,15,0,24,4,0,0,6,0,0,7,0,52,13,0,0,13,0,1,10,5,2,0,0,0,0,14,4,1,6,1,12,0,8,4,0,3,3,0,0,0,10,0,0,5,0,2,11,0,0,3,9,0,0,1,2,0,3,3,0,0,0,27,0,0,1,0,2,14,0,5,12,6,3,0,0,13,8,0,0,7,3,6,0,0,0,7,29,16,0,0,0,1,8,3,4,0,0,0,1,8,4,0,0,0,0,0,0,0,0,4,26
2.0,2,3,23,21,0,0,0,5,2,0,0,0,0,0,6,0,3,0,0,11,0,15,6,0,0,4,3,10,21,2,28,27,20,9,0,0,0,0,25,10,4,11,0,13,0,0,8,6,7,0,0,0,0,2,22,17,0,0,55,0,21,0,9,0,35,0,0,0,0,3,0,0,0,0,2,2,48,0,0,5,0,0,12,0,0,3,0,4,0,0,9,3,0,2,0,0,26,26,26,0,6,0,13,0,0,1,5,0,4,0,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,6,0,4,8,0,0,4,23,0,2,6,0,0,5,0,40,0,2,1,29,4,0,0,0,0,28,5,0,7,4,0,0,0,11,0,0,4,0,7,0,0,28,0,0,18,0,0,0,15,0,3
2.0,2,4,0,0,0,3,0,14,10,13,8,24,0,3,13,5,9,0,16,0,0,1,7,0,0,0,0,0,9,17,0,16,0,6,2,0,3,0,0,2,21,0,0,30,0,4,2,9,0,0,0,1,0,0,15,6,0,0,1,25,12,0,2,1,6,17,0,0,17,10,0,2,0,0,7,19,52,1,0,0,0,0,0,1,0,0,0,0,0,14,0,0,6,6,13,5,3,0,6,0,0,0,3,0,24,2,0,0,0,0,29,3,0,5,0,0,0,0,10,0,0,0,0,6,0,3,11,0,10,0,9,1,0,40,59,6,0,14,15,0,0,0,9,2,8,5,1,2,9,8,30,0,10,0,0,0,3,1,0,13,0,0,4,11,5,5,1,17,0,29,12,2,2,0,0,20
2.0,2,5,18,0,0,26,33,1,22,0,43,14,1,8,0,3,0,0,0,0,9,0,0,29,0,0,8,0,0,3,0,0,0,0,5,0,0,0,0,9,0,6,0,0,4,0,5,6,0,8,0,14,0,14,0,6,15,0,0,6,3,9,0,1,0,0,1,0,0,0,6,17,1,7,14,0,67,6,12,16,0,0,9,4,0,4,3,0,0,33,5,0,1,4,0,21,2,6,11,0,0,12,7,6,2,0,0,0,6,0,0,9,0,0,0,0,25,0,0,7,0,12,0,17,4,0,0,0,0,0,0,5,66,0,2,25,0,14,0,0,0,1,0,6,0,2,1,7,0,6,31,17,1,0,0,1,0,0,7,0,5,0,5,0,8,0,2,12,17,0,0,15,0,30,5,9
2.0,2,6,1,0,0,0,0,2,16,28,0,0,0,0,0,19,0,25,0,2,6,1,4,4,12,0,0,0,4,6,0,0,11,12,2,0,8,0,6,0,2,0,0,2,15,40,0,3,0,0,2,0,1,48,0,0,0,0,0,8,0,0,13,7,0,0,4,28,0,21,0,0,0,0,24,0,35,3,33,0,0,0,7,12,0,10,0,0,0,8,0,0,0,0,15,5,0,0,12,0,0,5,33,0,7,5,18,4,0,6,3,0,10,1,0,13,9,4,0,2,2,0,0,19,0,16,0,0,0,0,0,0,3,15,13,7,0,41,12,0,1,19,0,0,15,8,0,15,2,0,27,0,0,0,6,4,0,9,7,2,8,0,7,11,0,3,0,2,11,1,1,37,10,12,0,56
2.0,2,7,0,0,0,25,1,0,30,0,12,12,23,0,0,0,31,11,12,3,11,0,0,2,6,0,0,0,15,0,0,1,2,0,10,36,0,5,0,34,8,0,0,6,3,50,0,16,0,3,20,0,25,0,3,8,0,0,0,2,8,11,0,6,12,0,4,4,13,20,20,1,3,0,9,8,16,20,0,0,0,3,0,18,2,0,3,2,0,17,0,2,0,20,3,9,8,5,0,9,10,13,0,0,17,10,0,5,9,6,0,0,0,8,0,5,23,2,23,11,2,0,0,3,0,15,0,0,0,0,7,0,13,0,0,0,7,6,0,1,0,6,24,0,0,12,0,0,0,9,48,0,0,0,0,0,0,5,0,4,27,13,0,1,0,0,0,3,3,10,0,16,0,0,1,3
2.0,2,8,0,0,11,0,0,14,6,4,9,1,0,1,26,0,5,5,13,28,0,40,2,10,4,2,4,0,16,4,8,0,7,11,0,5,0,15,7,0,0,0,13,0,3,20,5,11,0,15,14,0,0,0,0,10,7,6,12,0,0,0,2,0,0,2,9,11,0,0,0,22,0,3,0,0,36,0,0,5,0,7,12,0,1,0,5,0,0,8,0,0,0,4,0,4,0,11,1,11,1,0,1,28,0,0,0,0,0,0,5,2,0,0,0,7,7,0,0,14,0,3,0,0,0,0,4,0,0,0,4,0,15,0,0,0,9,7,0,1,0,6,2,0,22,8,0,11,2,0,18,0,15,5,11,4,2,4,3,0,0,36,11,4,6,2,14,18,34,12,0,0,4,0,13,0
2.0,2,9,0,12,18,32,0,0,6,18,3,6,2,0,0,0,0,2,11,0,8,0,0,5,0,0,4,29,0,5,19,11,15,0,13,0,0,8,1,0,0,6,0,5,2,38,0,0,0,0,0,11,0,0,26,2,0,0,8,29,0,0,7,11,0,12,0,2,0,2,12,0,4,4,5,2,24,0,0,8,3,23,5,10,2,3,34,3,3,0,0,1,19,46,0,70,0,10,0,0,0,9,0,9,0,0,0,0,0,11,11,9,3,0,0,0,0,12,32,5,4,1,5,10,2,3,15,0,0,0,0,0,1,0,0,0,29,4,11,0,0,4,3,0,0,2,0,13,4,11,18,0,0,0,0,23,0,2,0,38,0,3,3,1,0,5,20,0,0,0,0,0,0,13,0,7
2.0,2,10,1,0,9,0,4,18,0,0,7,15,13,1,14,13,4,29,8,0,2,0,12,19,0,15,0,11,0,2,0,0,0,0,2,0,0,19,0,17,0,2,0,0,26,73,0,0,2,14,7,6,0,17,3,0,0,6,0,0,0,0,0,0,63,0,0,13,2,0,15,0,0,15,0,0,40,4,0,0,33,0,1,2,12,0,0,0,1,0,0,0,0,1,15,11,2,2,0,3,14,12,0,0,0,12,24,0,0,0,2,3,0,0,44,0,11,0,0,4,0,0,0,0,0,9,2,0,39,0,0,2,0,0,0,0,0,8,0,5,18,17,0,0,0,0,0,0,20,4,37,9,9,0,5,8,3,0,3,0,4,0,19,0,2,0,0,4,4,13,10,0,8,0,5,3
2.0,2,11,1,18,28,10,0,15,5,0,20,10,0,1,2,2,6,0,0,0,1,12,0,9,0,8,12,0,13,0,10,2,0,0,0,8,0,8,0,15,0,0,0,0,5,58,0,2,0,21,13,21,0,5,3,10,6,0,11,6,5,0,0,0,0,15,0,0,0,10,0,0,0,1,12,0,12,2,0,0,0,0,28,0,6,13,0,10,25,24,0,0,16,0,17,0,17,0,6,3,18,21,0,1,4,0,0,7,0,27,1,0,0,11,0,0,0,0,0,1,0,12,0,0,5,0,0,2,0,24,0,0,0,0,16,0,0,1,4,0,0,0,0,0,2,9,0,7,3,3,57,2,55,0,14,13,8,10,0,0,14,4,0,0,15,0,9,0,0,0,0,0,0,4,0,0
2.0,2,12,11,0,0,22,3,22,0,0,4,0,0,12,0,2,11,0,0,2,34,0,0,0,4,2,0,23,6,0,0,0,0,0,31,0,4,9,0,10,2,4,0,2,0,52,0,0,0,2,0,0,0,22,6,9,0,8,6,8,0,0,3,20,0,2,0,0,3,8,0,9,2,0,0,0,0,25,2,0,3,0,0,7,0,30,0,0,0,23,1,0,0,26,16,9,0,0,2,10,3,4,8,0,1,0,3,2,0,0,6,0,0,4,0,0,0,0,0,6,11,5,3,0,0,3,1,0,4,5,0,0,4,0,0,1,3,1,0,21,12,23,0,2,5,0,0,13,0,3,20,0,0,0,0,17,2,0,8,7,0,7,26,3,3,0,0,0,0,1,0,33,0,5,7,13
2.0,3,1,0,0,0,72,6,7,3,0,6,64,0,32,0,8,0,0,14,0,0,10,5,13,0,0,1,18,0,0,0,20,0,0,0,65,11,0,111,4,19,7,0,0,7,0,1,0,0,0,0,0,0,5,5,47,41,0,53,0,9,11,9,9,4,7,13,0,0,2,12,10,12,9,9,13,71,0,6,9,1,8,9,6,3,0,2,13,0,0,0,3,24,39,0,0,0,5,92,0,0,0,1,0,2,0,0,0,0,37,0,7,1,28,20,2,10,5,10,0,13,14,0,0,10,0,15,0,0,0,0,1,17,0,0,0,27,7,0,9,1,15,0,3,0,0,9,0,0,1,167,0,6,5,0,0,0,6,48,0,0,0,6,0,0,0,0,0,4,0,15,7,4,14,3,12
