epsilon,neighborhood,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
0.5,0,11,5,0,0,8,13,3,0,0,0,0,0,0,0,0,0,18,0,72,0,142,0,95,0,0,0,0,82,0,13,0,0,0,0,77,0,0,930,27,9,0,0,22,0,157,0,0,0,0,0,0,0,0,0,36,0,15,11,0,9,0,18,25,0,59,0,304,0,0,0,109,0,0,0,0,0,120,0,0,0,0,57,59,45,0,0,21,0,4,0,12,0,31,0,0,84,0,3,17,20,12,22,32,0,0,0,13,0,0,33,0,3,0,14,0,11,3,0,86,0,38,1,135,0,44,140,0,73,0,64,0,0,0,0,0,27,24,111,36,0,3,26,0,0,23,0,3,0,6,65,15,216,4,78,0,0,0,0,7,70,66,0,0,0,56,0,64,42,10,24,19,45,15,0,0
0.5,0,12,0,0,0,63,0,27,0,0,0,13,20,21,5,93,36,76,0,0,0,53,0,147,0,0,0,1,339,142,0,72,0,2,25,0,2,0,1490,0,0,4,0,32,0,243,0,49,0,14,0,9,15,0,166,0,0,0,0,15,41,0,4,43,0,0,0,67,10,109,27,0,75,127,0,72,0,0,3,41,0,0,8,27,18,8,0,0,0,0,5,0,0,31,0,131,10,8,0,32,19,11,8,82,0,0,79,0,17,31,0,0,10,0,0,0,0,41,0,84,0,7,29,125,12,68,0,0,68,94,0,9,0,0,0,1,91,99,52,91,0,29,0,19,25,119,0,0,60,0,39,12,37,108,0,27,0,0,0,0,0,0,0,85,0,0,2,0,7,170,222,0,0,0,0,35
0.5,1,1,9,2,5,0,0,38,13,0,33,150,63,16,9,0,0,61,15,0,0,0,0,0,0,18,0,73,41,7,19,27,0,0,0,0,0,0,23,0,0,0,0,0,34,33,24,25,0,0,0,47,2,1,0,0,147,152,56,0,23,0,0,0,0,11,0,5,0,20,0,32,0,111,0,68,74,77,16,29,177,25,0,0,0,0,0,0,10,0,35,0,0,60,0,0,33,17,0,0,45,36,96,0,20,54,0,19,16,15,21,30,10,0,10,0,0,0,0,0,24,12,0,49,0,18,0,22,0,0,67,0,0,0,0,8,0,0,0,0,10,35,0,23,0,51,26,0,36,56,0,0,7,0,67,0,0,0,0,11,0,55,60,49,40,0,98,0,92,0,67,12,0,77,2,62
0.5,1,2,0,4,2,31,0,1,73,0,0,98,0,0,61,0,0,64,0,13,55,36,99,21,0,52,0,18,17,111,45,9,20,9,0,0,32,0,29,132,5,11,0,0,0,0,0,4,0,54,0,6,8,0,204,67,0,0,9,0,0,53,39,51,12,0,45,96,0,0,0,11,0,0,24,76,104,24,0,0,0,19,0,0,0,45,5,21,7,0,12,22,96,0,47,110,68,25,0,4,96,0,0,0,0,0,0,38,197,0,0,0,61,0,7,0,5,0,42,12,11,0,0,0,0,0,0,0,0,0,30,0,0,0,223,0,23,15,117,0,23,0,0,26,14,0,0,4,0,124,0,0,0,65,64,0,0,87,0,0,0,0,3,15,36,0,28,0,48,12,0,0,0,0,0,0
0.5,1,3,133,0,0,43,0,0,5,45,0,0,0,2,68,23,31,0,28,0,0,0,0,0,28,0,0,0,0,5,49,0,40,0,0,0,0,18,129,10,9,5,8,18,86,91,37,48,0,0,0,0,2,50,0,49,0,0,0,0,0,0,64,37,23,26,77,4,36,0,25,0,121,21,70,68,143,0,0,0,39,28,28,0,3,8,15,11,64,0,24,0,33,8,58,0,0,41,0,15,21,53,0,0,5,5,4,0,96,20,0,35,0,0,24,36,0,93,0,0,0,0,27,0,30,71,0,0,0,0,0,49,0,8,0,24,9,8,16,0,22,0,4,25,6,52,0,0,0,5,174,0,9,0,0,19,0,27,53,0,0,2,1,0,43,0,28,0,6,56,48,15,0,0,22,4
0.5,1,4,29,0,7,0,1,0,35,11,45,101,0,64,0,169,130,168,0,0,0,61,0,105,0,0,24,30,0,88,13,0,2,15,0,0,0,11,63,20,0,0,29,0,1,93,0,0,11,0,0,95,19,0,3,17,39,118,21,2,0,0,0,0,0,0,0,61,0,47,24,6,0,0,11,11,64,0,15,0,88,0,0,17,16,0,0,17,0,0,0,0,0,82,0,31,0,116,24,3,27,70,0,0,0,28,0,95,0,0,21,0,6,44,0,93,0,0,0,46,3,1,0,3,0,25,11,24,0,0,158,38,0,53,0,4,30,107,41,44,2,5,0,0,35,3,22,30,0,0,123,5,0,0,0,0,0,113,0,0,0,86,85,0,0,0,1,0,164,0,0,22,41,23,0,88
0.5,1,5,0,0,58,83,0,0,83,18,51,0,86,0,0,0,22,0,21,6,85,0,21,0,25,79,0,43,36,0,98,79,6,0,0,2,8,27,112,5,10,0,0,8,9,69,0,66,0,0,0,1,0,66,0,0,58,0,10,72,0,0,48,0,98,10,0,16,0,33,0,0,35,69,0,0,84,0,0,0,88,13,7,28,0,0,17,0,0,0,0,0,0,29,1,0,32,23,7,26,0,0,20,0,5,15,0,31,22,40,0,0,0,5,40,59,34,10,73,28,0,0,6,9,0,0,44,30,0,0,66,0,0,39,36,0,27,38,35,14,0,0,52,17,0,0,0,76,0,37,0,0,13,19,12,42,0,3,51,5,0,10,29,0,63,14,0,0,156,0,20,19,64,0,10,0
0.5,1,6,0,0,0,29,32,0,0,0,92,110,0,0,44,16,44,13,0,16,0,0,36,31,0,66,0,0,0,0,23,42,47,0,18,5,37,224,115,25,0,11,39,12,36,73,59,0,45,0,0,43,91,0,97,19,0,33,4,0,17,1,0,17,251,0,16,0,102,0,0,4,0,0,0,132,7,0,32,0,0,0,32,65,0,4,0,26,22,0,16,0,115,63,30,0,0,9,70,36,0,22,8,0,130,35,29,8,0,14,54,0,37,0,24,20,3,13,0,0,29,2,0,0,20,0,6,30,133,0,16,0,0,103,0,9,95,0,0,0,3,2,35,13,0,0,0,0,59,20,16,0,0,0,32,0,24,25,29,55,4,0,12,0,10,7,16,0,32,0,90,23,34,0,12,0
0.5,1,7,0,0,14,0,16,12,53,1,4,7,39,0,70,0,0,5,86,8,0,0,0,0,15,0,0,0,56,16,0,0,0,0,0,0,20,0,132,0,5,7,0,68,0,76,0,17,20,0,0,0,0,0,0,0,0,169,0,0,38,0,22,55,77,0,67,0,0,10,0,23,12,0,0,4,52,90,87,0,50,60,5,82,0,0,2,141,14,75,23,0,0,0,27,0,16,0,10,0,0,0,53,0,13,0,0,49,33,0,0,17,4,0,133,0,11,0,0,0,37,0,0,0,138,0,0,171,0,0,0,0,0,0,26,9,23,0,0,29,0,0,14,0,92,75,269,7,0,18,111,0,17,0,0,10,0,0,73,53,0,163,119,0,44,0,121,150,0,10,0,0,0,0,45,0
0.5,1,8,0,12,0,0,0,0,0,0,42,153,0,0,0,0,20,0,96,0,0,4,0,3,21,0,0,3,33,66,2,71,2,17,0,0,15,5,90,3,0,0,16,0,0,34,0,0,0,0,0,61,0,54,0,45,0,0,0,8,26,23,34,0,8,62,0,0,0,33,7,9,128,55,29,0,52,0,0,0,0,0,28,0,0,8,22,138,16,116,0,0,69,81,0,87,0,21,198,0,0,0,171,0,33,13,0,0,10,0,0,7,36,0,0,29,0,0,0,4,125,2,111,48,9,0,36,7,19,85,1,0,5,29,0,13,0,37,29,0,0,0,29,0,2,79,0,0,8,0,94,3,41,0,11,0,28,0,0,31,23,0,6,51,20,0,16,0,10,5,50,0,0,0,7,51
0.5,1,9,53,77,0,0,0,4,7,37,19,124,41,29,0,52,0,20,4,0,24,9,0,59,13,0,0,2,9,35,0,101,87,1,0,0,0,0,219,0,0,0,104,13,0,48,0,85,31,0,74,19,0,80,64,0,0,0,0,43,0,11,0,30,0,0,14,0,0,0,12,36,0,8,0,0,0,0,0,0,0,0,0,36,0,0,14,0,70,12,0,0,2,49,0,0,33,0,45,17,1,0,46,0,55,29,24,0,2,0,8,0,0,0,0,0,101,0,0,0,8,0,142,2,0,3,0,0,19,0,41,120,114,0,1,0,0,13,0,70,0,0,12,164,21,56,0,0,22,49,33,6,35,22,120,34,0,22,171,76,0,30,0,95,0,0,0,90,0,125,14,40,7,0,0,0
0.5,1,10,0,94,0,0,0,10,8,0,0,88,115,0,1,0,0,29,0,0,0,0,45,0,0,11,0,88,29,0,9,0,17,0,2,0,0,0,123,0,35,62,0,32,79,137,0,0,0,0,0,0,11,65,0,0,0,0,21,0,0,132,8,0,16,53,49,0,60,88,0,0,0,48,0,28,6,0,0,0,5,0,0,0,0,0,0,0,69,45,0,0,25,19,5,15,56,158,14,35,2,62,0,0,0,0,9,0,8,0,0,0,45,0,73,0,0,45,0,0,8,0,75,43,0,14,0,53,35,93,0,8,0,15,50,0,21,0,23,6,0,16,48,0,0,0,0,4,0,25,17,18,88,43,0,9,108,144,42,100,0,4,0,8,2,132,0,0,0,0,2,0,0,0,5,13
0.5,1,11,0,5,0,0,0,1,0,77,3,173,30,78,3,90,3,26,0,90,49,0,0,47,0,0,161,55,96,12,107,57,0,0,0,0,35,64,115,34,0,0,11,102,0,175,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,42,47,25,0,132,0,0,0,0,0,13,16,0,0,0,19,0,123,0,0,0,0,44,0,133,72,0,61,0,1,0,2,41,2,0,29,21,0,25,0,0,0,0,12,48,39,0,0,3,0,0,4,0,37,15,6,0,0,0,27,85,0,0,0,0,35,0,0,0,35,0,20,0,43,41,108,55,22,20,111,0,4,8,0,0,0,0,56,0,138,0,82,23,0,15,68,10,0,0,37,0,0,36,0,163,7,0,0,63
0.5,1,12,17,0,0,13,0,14,29,0,0,103,0,13,0,0,50,17,60,0,35,47,27,15,0,0,0,49,142,62,0,0,19,42,0,5,0,0,29,0,26,50,53,0,0,30,66,23,22,4,32,3,6,58,28,7,3,1,124,0,0,0,0,0,0,0,0,65,51,19,0,8,50,1,19,118,13,15,0,2,13,29,58,0,29,0,24,0,0,5,0,7,0,56,0,0,0,52,0,0,38,2,21,24,14,45,0,0,0,0,0,54,0,0,0,20,0,0,36,67,0,8,44,0,41,0,0,0,0,0,0,0,8,0,0,0,116,30,0,0,0,0,23,76,11,6,0,0,44,18,153,0,0,0,36,21,0,0,0,68,0,39,109,53,36,0,28,0,13,4,44,0,12,0,0,10
0.5,2,1,0,9,55,0,0,0,2,0,0,0,35,0,0,50,0,0,29,55,0,0,0,17,0,39,0,0,71,3,0,0,167,0,0,65,0,0,12,0,0,0,7,0,0,32,22,19,12,28,0,0,0,0,0,0,0,0,30,0,0,59,0,20,0,0,15,94,0,2,98,44,0,1,121,25,19,0,15,0,0,39,59,151,0,46,20,0,0,11,0,9,0,0,0,19,59,0,31,18,34,84,40,0,69,0,0,37,7,0,0,0,143,62,37,0,0,0,135,0,97,0,15,26,18,31,0,0,14,0,0,0,0,0,37,16,0,19,56,0,0,0,3,0,8,19,0,0,45,0,27,0,0,21,111,0,92,0,0,0,0,36,21,17,16,20,0,0,47,49,110,20,0,61,0,0
0.5,2,2,0,21,19,0,0,127,0,25,0,11,18,0,55,89,0,0,31,11,0,0,12,0,27,0,10,0,0,5,0,0,57,0,102,0,0,59,81,0,55,7,16,17,3,59,125,0,27,16,0,0,0,0,0,0,86,0,0,4,0,0,0,7,0,165,3,18,90,0,69,0,0,7,0,23,47,0,58,0,0,18,91,0,30,0,33,0,17,0,0,12,0,25,3,0,56,0,68,0,12,0,0,0,64,0,2,11,58,24,0,0,35,38,138,0,58,0,0,0,0,0,0,135,0,20,0,0,0,0,0,0,48,26,8,0,61,0,2,0,89,107,0,0,1,0,0,10,0,0,0,0,31,26,0,6,6,0,0,0,0,10,0,0,0,75,1,0,0,0,0,64,0,18,42,0
0.5,2,3,0,29,0,0,0,50,126,0,36,25,0,0,118,0,0,96,5,29,0,3,40,0,24,0,1,0,0,77,0,12,0,0,0,0,29,24,0,179,28,34,0,61,116,0,17,187,0,0,92,32,0,17,0,0,20,15,41,22,0,0,73,24,0,1,9,35,109,4,0,0,0,0,0,27,73,14,0,0,25,0,0,0,89,0,49,84,0,0,0,25,0,0,6,0,0,0,0,69,20,0,53,0,33,0,0,0,6,0,136,39,18,30,0,0,27,0,89,0,0,2,25,0,9,0,42,0,11,0,0,0,0,14,1,0,0,0,0,68,31,0,0,0,9,70,0,0,196,13,81,0,14,0,31,0,59,2,0,1,0,0,24,123,4,11,0,0,0,73,5,0,124,88,0,64
0.5,2,4,0,9,0,0,75,13,0,33,4,196,0,0,0,0,0,0,78,79,42,8,40,0,0,31,19,0,79,0,0,0,0,0,0,8,7,0,35,97,0,0,26,29,0,9,7,37,0,116,0,0,24,0,21,25,0,16,0,16,5,0,122,44,40,0,0,0,0,0,13,39,0,0,85,70,83,62,68,0,0,0,49,11,25,82,0,0,0,0,0,0,3,40,0,3,29,0,69,0,0,64,19,14,43,11,34,0,0,17,6,1,0,0,7,0,0,45,35,73,0,0,54,20,78,0,56,0,0,50,0,0,21,40,38,0,0,0,30,0,12,0,0,0,0,33,0,0,0,51,22,0,16,40,0,0,18,60,14,0,0,0,0,52,0,0,60,0,4,0,0,29,0,51,42,0
0.5,2,5,0,0,0,0,36,13,0,0,30,0,7,0,0,0,0,0,64,0,0,0,8,10,6,0,0,0,1,0,32,0,19,38,0,143,15,0,0,0,0,72,0,0,0,31,4,71,0,0,0,0,11,18,3,0,15,2,0,100,16,0,0,0,0,11,0,0,45,0,63,0,11,0,148,0,56,50,0,0,0,0,0,0,0,19,22,30,8,66,31,0,33,0,0,0,0,9,0,30,15,15,0,109,0,2,0,0,41,0,79,3,0,19,70,0,10,0,0,0,30,0,0,22,9,0,57,0,0,0,0,3,0,65,0,18,29,0,0,9,0,88,12,0,0,0,0,106,0,0,44,73,0,0,0,0,0,15,31,6,56,54,26,6,0,0,0,144,0,60,52,50,0,3,10,0
0.5,2,6,4,0,46,84,14,66,0,6,16,11,0,0,0,0,0,23,0,0,0,3,196,2,0,0,27,0,0,1,7,69,2,0,0,4,0,43,0,5,0,0,0,1,178,81,34,99,0,161,14,0,20,0,56,0,0,4,27,40,0,0,0,0,6,0,119,6,11,0,45,0,0,0,0,0,0,0,125,69,31,82,0,0,74,19,16,0,0,8,0,19,24,39,0,0,6,28,0,0,0,0,14,0,0,0,0,0,0,6,0,0,16,0,0,16,0,28,40,0,76,21,0,73,0,7,0,0,21,0,0,0,0,5,14,32,38,11,0,27,13,22,0,0,0,0,0,0,106,34,16,0,82,13,0,40,0,13,0,0,0,5,0,0,0,0,40,8,102,0,4,0,1,0,0,0
0.5,2,7,0,0,29,4,60,14,44,7,8,7,30,0,19,0,74,112,91,0,0,31,0,54,0,0,0,14,16,153,14,0,0,0,25,27,0,0,0,0,0,0,0,171,21,0,18,0,83,13,11,4,40,0,4,37,59,49,125,0,0,0,0,0,0,101,0,17,0,6,0,40,0,22,3,0,38,0,0,44,0,0,0,0,25,24,0,0,0,10,6,0,0,0,0,82,0,6,0,0,35,42,0,0,0,0,24,0,0,26,0,15,0,0,54,132,0,41,5,0,0,14,0,11,10,25,0,0,6,0,0,0,0,24,34,0,24,56,0,21,116,0,83,0,0,0,0,0,7,46,0,53,50,0,8,134,9,0,0,43,0,0,32,45,26,20,0,0,29,54,27,0,60,110,12,0
0.5,2,8,24,6,0,0,30,0,28,37,0,67,0,6,0,25,0,9,7,0,17,0,36,31,86,48,108,0,0,0,0,18,40,33,0,6,44,0,0,4,84,0,33,83,0,0,0,0,11,0,0,0,37,0,0,0,0,3,0,0,149,84,118,0,21,0,65,31,0,23,0,0,24,21,38,8,45,27,23,65,5,0,0,0,0,0,70,21,43,1,51,0,0,112,149,0,0,0,0,22,97,44,0,11,20,0,0,0,0,26,87,11,0,0,0,1,61,0,56,0,39,0,5,28,0,0,28,38,24,122,0,27,0,0,0,63,10,29,0,6,0,85,73,1,94,3,32,0,0,0,17,0,58,48,0,0,0,84,0,16,38,16,2,16,1,0,0,82,0,0,56,34,0,0,0,0
0.5,2,9,0,196,0,135,0,0,0,120,22,80,78,0,1,0,0,6,0,0,29,0,0,9,74,73,0,3,109,50,0,0,50,0,0,0,39,19,2,0,53,0,0,69,0,64,0,0,0,0,0,14,13,0,3,0,0,0,20,45,3,146,0,141,0,16,0,0,5,0,0,117,0,6,0,55,140,0,21,0,0,13,111,0,15,0,0,36,0,68,127,37,0,59,7,21,72,0,4,0,21,57,0,77,35,0,0,39,17,19,0,36,64,0,0,8,0,0,148,193,0,8,1,69,51,13,0,0,0,155,0,167,0,0,0,0,21,33,0,8,0,74,24,24,0,0,0,18,0,46,35,0,0,0,0,27,2,20,54,2,0,0,40,0,13,0,3,0,0,0,0,0,1,46,73,27
0.5,2,10,21,26,0,16,0,0,23,0,0,31,0,0,67,0,3,0,0,0,0,0,263,1,1,5,21,0,0,42,0,0,0,19,2,0,100,13,44,0,0,41,0,9,0,84,36,93,16,0,0,15,22,0,50,0,0,0,27,0,0,0,0,3,11,0,17,0,0,1,31,25,0,21,0,0,0,56,263,0,2,0,0,0,0,0,11,0,0,0,0,11,75,7,0,32,30,0,0,0,0,0,26,0,67,0,0,0,0,0,0,100,0,27,0,0,20,0,5,48,19,38,0,0,0,46,0,0,0,22,108,0,0,0,0,89,0,0,55,0,0,52,0,0,5,157,0,0,2,0,51,8,0,73,134,0,0,45,0,0,153,13,3,0,0,0,0,4,4,0,0,6,0,53,0,14
0.5,2,11,0,0,17,182,0,0,63,0,23,0,34,0,0,0,53,0,17,33,66,0,0,98,0,0,32,42,147,20,0,0,4,0,0,0,41,64,0,23,0,0,0,30,7,142,60,25,15,15,0,0,123,0,180,34,0,0,0,38,14,43,58,5,35,0,0,53,35,0,5,39,0,90,54,5,0,22,0,11,39,9,0,0,6,0,2,0,16,38,66,0,0,0,0,0,20,0,1,0,19,0,0,5,0,0,0,0,0,37,34,0,0,0,39,67,123,11,56,2,0,0,0,0,22,0,4,21,0,0,0,18,61,0,46,152,139,43,0,10,12,1,20,0,28,0,6,0,0,0,28,0,0,135,0,0,80,12,0,0,0,18,1,0,1,11,0,0,0,85,0,10,0,8,0,0
0.5,2,12,47,21,0,50,0,0,0,0,0,1,0,0,5,24,0,34,0,42,0,0,23,0,0,0,0,25,9,4,0,156,4,0,0,19,23,0,0,33,15,0,52,5,0,0,0,35,0,0,44,3,76,0,0,0,9,59,0,0,0,31,36,0,4,147,0,5,0,0,0,0,0,0,62,4,0,0,34,26,146,0,44,6,0,0,0,7,0,0,0,0,0,60,0,0,16,63,0,5,134,0,0,0,0,3,0,0,75,4,0,0,0,43,33,41,0,47,271,5,0,6,0,6,7,186,0,0,0,116,0,107,17,0,72,0,0,8,85,0,1,0,28,0,0,0,0,0,0,9,15,226,40,0,99,0,0,0,0,0,0,111,22,0,0,0,0,0,32,19,0,0,0,0,0,11
0.5,3,1,0,0,22,23,0,214,0,0,17,49,0,86,0,0,3,95,0,0,114,52,0,0,0,48,0,0,0,28,130,0,0,245,23,0,9,0,99,0,0,0,68,38,2,80,0,0,0,0,7,0,0,34,35,0,10,3,0,10,11,0,0,90,5,2,69,0,3,15,0,0,34,0,0,126,16,27,20,33,0,0,0,22,14,63,59,5,72,0,0,26,91,22,5,0,65,0,76,28,23,10,13,0,0,33,73,0,0,0,58,0,21,0,66,54,7,17,19,0,0,26,99,0,110,6,12,0,0,0,0,30,0,72,77,15,0,28,0,64,0,11,36,0,28,7,0,0,108,1,225,0,0,0,0,0,0,223,0,19,0,0,98,19,13,30,108,0,19,0,96,22,13,0,0,3
