epsilon,neighborhood,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
10.0,1,3,0,2,1,0,0,1,0,1,1,83,1,2,0,3,0,1,2,3,0,0,1,0,1,0,0,3,12,0,2,10,0,0,6,0,4,15,88,1,0,0,0,0,24,0,3,6,0,9,1,0,3,0,0,23,1,1,4,2,4,2,3,15,0,0,1,13,0,0,1,0,1,5,7,0,189,1,2,0,10,3,6,1,2,5,9,0,0,3,2,0,1,0,1,0,6,0,5,0,1,6,2,0,3,9,0,0,0,0,5,0,0,0,0,2,0,3,0,6,2,5,0,0,0,0,2,2,0,5,0,0,0,0,0,0,1,7,2,0,1,0,2,4,5,0,0,3,1,1,71,2,2,0,0,4,0,0,0,5,0,3,6,0,3,9,15,1,3,0,0,0,11,3,2,0
10.0,1,4,0,0,1,0,4,6,7,0,0,120,0,0,0,7,0,0,6,2,0,0,0,1,0,4,0,1,21,7,4,4,0,0,5,0,0,13,76,2,0,0,1,0,13,54,0,1,0,4,3,1,7,0,5,34,2,6,1,0,0,4,4,18,1,0,10,10,0,0,6,0,0,1,10,3,57,3,0,2,0,0,18,0,0,4,6,0,2,2,0,0,2,11,2,0,12,0,9,0,0,1,0,8,0,10,0,1,0,0,1,3,4,0,0,2,0,0,0,4,0,3,3,0,10,2,0,1,0,3,0,1,1,5,3,0,0,19,0,3,9,1,2,11,2,2,0,0,5,0,51,0,0,0,0,0,4,0,0,23,0,10,6,0,0,2,6,0,3,3,1,2,1,0,0,0
10.0,1,5,4,0,1,0,2,1,0,0,2,97,0,6,3,0,0,0,10,0,0,0,4,0,0,1,0,5,3,2,2,7,0,3,0,0,0,5,104,0,6,1,0,0,12,102,0,0,1,0,0,0,8,2,7,18,4,0,0,0,0,12,0,20,0,6,6,30,1,0,3,0,3,2,10,1,47,0,0,0,1,6,11,0,3,7,8,0,2,0,1,0,1,7,0,0,9,2,7,0,0,1,3,4,4,11,1,0,4,0,1,2,3,0,2,3,0,4,0,4,0,0,5,0,2,0,0,4,0,1,1,0,0,7,5,1,6,11,5,1,0,0,0,4,1,0,0,7,0,4,81,2,1,0,4,0,1,1,0,22,0,5,1,0,7,3,5,0,11,3,0,5,0,0,5,2
10.0,1,6,1,1,0,2,0,0,5,2,0,103,0,0,5,0,0,2,1,1,2,2,0,3,4,0,1,2,7,1,0,11,3,2,9,1,1,4,86,3,4,0,1,1,4,67,2,0,0,0,0,0,7,4,2,9,4,0,1,0,3,4,3,13,3,1,6,6,0,2,0,0,1,0,14,8,55,0,0,3,1,3,12,2,3,0,15,0,0,0,0,0,0,1,0,0,2,2,5,5,1,1,0,0,0,8,0,0,0,0,5,1,1,3,1,5,0,0,3,5,0,6,5,0,5,1,0,3,4,0,1,1,0,1,1,4,2,11,0,0,0,2,4,2,3,0,2,0,1,1,37,0,0,0,4,0,4,3,0,12,0,3,13,5,0,4,2,0,1,2,4,0,1,2,0,4
10.0,1,7,0,4,3,3,0,2,0,1,0,88,0,0,0,2,2,0,6,0,0,0,0,0,0,2,0,0,11,0,0,6,1,0,7,0,0,8,74,0,0,0,2,0,28,110,0,0,0,1,0,1,10,0,4,21,1,0,1,0,0,8,1,17,0,18,5,2,0,2,2,0,2,1,7,0,26,1,0,0,0,5,13,2,0,9,0,0,0,0,0,0,3,2,0,6,8,1,5,0,0,4,1,1,1,10,0,0,2,0,3,1,0,5,1,2,0,1,0,12,1,0,0,1,5,2,0,0,0,0,0,3,0,5,0,0,9,15,0,0,1,2,1,5,8,0,0,0,0,0,48,3,1,1,0,0,3,7,0,20,0,7,4,2,4,1,10,0,5,2,0,0,1,0,0,1
10.0,1,8,3,0,1,0,1,2,0,0,0,97,4,0,0,0,0,0,0,3,0,1,1,0,0,0,2,1,6,0,1,12,4,1,4,0,0,10,92,0,0,0,0,1,15,83,0,0,0,0,0,0,3,1,0,27,0,0,0,7,1,4,2,22,5,2,5,3,0,0,2,0,0,0,8,1,25,3,0,0,1,4,11,0,0,0,3,0,1,0,1,0,0,5,0,1,2,0,3,1,0,9,7,3,1,7,1,1,0,5,4,3,2,0,0,5,2,0,1,1,2,3,2,0,0,0,0,3,0,0,1,1,0,0,0,2,0,10,0,0,1,5,0,0,6,0,2,0,4,0,53,0,4,0,0,5,7,0,1,9,4,2,4,0,1,1,6,1,5,6,0,0,1,2,4,0
10.0,1,9,0,0,0,0,0,3,1,2,1,84,0,0,1,1,0,0,0,3,0,0,1,1,0,0,1,3,7,0,0,2,1,0,6,2,0,10,83,8,1,0,1,0,17,98,1,4,0,1,0,0,6,0,3,32,0,0,0,4,1,6,0,14,0,0,9,4,10,2,0,0,0,0,6,0,32,0,0,0,1,3,11,0,1,0,8,0,0,0,0,2,0,11,0,1,9,0,13,0,0,1,4,0,3,8,3,1,7,0,0,3,0,0,6,0,0,4,6,9,3,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,7,1,2,0,0,0,5,6,0,0,0,1,3,39,4,0,0,7,0,3,5,0,2,1,0,0,0,0,3,10,0,7,0,0,2,5,1,1,1
10.0,1,10,0,3,0,0,2,1,0,1,0,83,12,2,3,0,1,0,2,2,0,7,0,7,0,0,0,0,4,0,1,7,3,1,12,0,0,1,118,4,3,6,0,0,17,121,1,8,0,0,1,0,1,0,2,13,1,0,0,0,0,6,0,9,0,9,9,3,0,4,3,0,0,0,4,3,0,1,0,1,0,6,12,0,3,5,11,0,0,0,1,0,0,1,0,1,14,0,12,0,4,0,4,0,0,9,3,1,1,0,1,0,0,1,1,0,0,0,0,10,1,4,0,9,4,0,0,3,0,1,0,0,1,1,7,0,0,8,0,0,0,0,1,0,2,0,0,0,0,1,23,0,0,0,0,0,1,0,0,25,1,7,0,0,1,1,4,3,2,1,6,0,0,3,0,0
10.0,1,11,8,0,4,0,0,2,0,0,2,105,0,0,0,1,0,1,0,4,0,0,3,3,0,3,0,5,7,0,3,12,0,0,3,0,1,10,103,0,0,0,0,0,13,65,1,0,3,0,0,1,6,2,6,33,0,0,3,0,0,3,6,10,0,0,6,7,1,0,0,0,5,0,7,4,2,0,1,0,0,4,15,5,3,10,3,0,0,4,1,0,0,1,0,0,7,0,1,4,0,1,0,0,4,8,3,0,4,2,0,1,0,0,0,0,0,1,0,10,3,2,0,0,3,0,0,4,1,0,4,1,2,0,11,0,4,8,0,2,1,1,0,2,1,0,0,3,0,3,15,0,0,0,0,2,0,0,0,12,0,0,4,4,4,4,4,0,5,10,0,2,2,3,7,3
10.0,1,12,0,0,0,1,1,3,3,0,0,119,0,1,0,1,0,8,0,0,2,0,0,0,0,0,6,1,4,0,1,8,2,0,8,1,0,4,95,2,2,0,3,0,17,54,0,0,0,3,1,1,4,2,0,10,0,3,0,0,1,3,4,6,1,0,2,0,0,0,1,0,1,0,6,1,0,0,1,1,0,7,3,1,1,1,5,0,0,0,1,0,3,0,0,0,6,2,1,2,0,0,0,0,2,6,0,3,1,4,1,1,1,0,0,5,6,0,0,0,4,1,1,4,3,6,7,0,2,0,0,0,0,1,0,5,0,2,2,0,0,2,0,4,0,0,0,4,0,3,29,2,1,0,3,2,3,2,0,17,2,0,2,0,2,1,4,0,4,0,0,0,1,0,0,0
10.0,2,1,4,0,1,0,1,0,0,0,0,0,0,0,7,0,3,0,1,3,0,4,0,2,0,1,1,0,0,0,3,0,0,2,2,1,0,5,10,0,0,2,2,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,3,0,8,0,4,6,0,0,5,5,7,3,0,3,0,0,3,0,52,2,5,1,2,3,0,1,0,0,2,3,0,4,2,0,0,0,0,2,1,0,0,0,0,1,2,0,0,3,0,1,0,0,4,3,0,0,0,0,1,0,3,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,4,1,3,0,9,4,18,0,3,4,7,0,1,0,0,2,4,1,0,1,0,0,2,1,3,1,1,1,0,0,5,0
10.0,2,2,1,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,9,2,0,0,1,0,3,1,1,0,0,1,0,1,18,1,0,0,0,0,4,2,0,0,6,0,0,0,1,2,0,0,1,0,0,2,0,0,0,2,1,3,0,11,0,3,4,5,0,1,0,0,53,2,0,0,3,1,0,5,0,8,0,0,0,0,8,0,0,3,0,1,0,8,5,4,0,0,1,0,0,1,0,0,8,2,5,0,1,0,0,3,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,0,0,0,1,2,1,2,0,0,0,0,3,12,13,0,0,0,2,2,1,0,2,1,0,0,0,0,0,2,1,0,5,0,3,2,0,0,0
10.0,2,3,0,0,2,0,1,0,0,0,2,6,3,0,0,2,0,0,1,2,2,2,0,0,1,1,0,2,8,1,0,0,3,0,3,0,4,0,15,0,0,0,0,0,9,3,0,0,0,4,2,2,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,11,0,0,2,2,4,1,0,0,54,0,0,6,7,6,0,0,1,1,4,1,0,1,3,0,1,0,0,1,4,2,5,0,0,2,0,1,0,1,0,1,0,0,0,3,0,2,0,1,0,7,3,0,0,0,1,0,0,0,0,3,4,0,0,0,6,2,0,1,0,4,0,0,1,0,0,2,3,3,0,0,0,0,20,2,3,0,0,0,1,0,0,0,0,0,2,0,4,0,4,3,1,1,11,0,0,2,0,1
10.0,2,4,0,2,0,4,0,6,0,1,0,7,0,0,0,0,0,1,0,3,0,0,0,0,8,0,0,0,5,1,0,1,0,1,1,7,1,0,6,7,2,0,0,0,2,8,0,0,2,2,2,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,10,0,6,0,0,1,0,5,1,58,0,0,1,1,4,3,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,0,7,2,0,0,0,0,5,0,7,2,3,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,1,1,1,1,6,0,3,0,0,5,0,0,1,0,2,0,0,0,2,21,4,5,1,0,3,0,1,0,0,1,0,0,2,0,0,0,0,2,0,1,1,0,5,0,0
10.0,2,5,0,0,1,0,0,0,0,4,0,5,5,4,1,0,0,4,0,1,1,2,0,0,0,0,0,0,0,2,1,4,1,0,1,0,0,5,7,4,1,0,0,0,6,19,0,7,2,0,1,2,8,0,0,11,0,0,0,0,6,3,0,1,0,2,2,8,0,0,0,0,0,0,3,6,47,4,2,0,0,2,2,2,0,4,3,1,0,0,3,1,0,0,4,0,3,0,8,4,0,3,0,1,0,0,0,2,1,0,0,0,0,3,5,0,0,7,0,0,0,0,0,6,0,0,0,2,1,7,0,0,1,2,0,0,0,5,4,0,2,0,0,0,2,0,0,7,4,1,13,1,0,0,0,0,0,0,0,0,3,3,2,7,4,0,4,0,0,2,0,0,0,0,5,0
10.0,2,6,0,0,0,1,0,4,0,0,0,7,0,0,2,0,1,12,3,0,0,5,1,2,0,0,0,1,2,0,0,0,0,0,2,0,1,0,10,0,0,1,0,0,7,39,2,1,2,4,1,0,1,0,1,9,1,0,0,2,1,3,0,8,1,0,0,31,0,0,3,0,0,1,2,0,43,2,0,0,0,0,1,0,5,1,1,1,8,0,0,0,0,4,4,4,0,0,11,0,0,3,8,2,2,0,0,0,2,1,3,1,1,6,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,1,0,2,2,5,0,8,0,2,0,0,2,0,4,0,2,2,19,0,0,0,0,0,0,4,3,7,0,0,4,2,1,1,0,0,2,1,0,0,0,0,0,0
10.0,2,7,0,2,2,0,2,3,6,6,0,0,2,0,0,0,8,3,1,8,3,0,2,4,0,0,2,2,2,0,0,6,0,3,4,0,2,6,6,0,0,0,1,0,8,34,0,0,1,0,0,1,4,0,0,3,0,7,1,0,0,0,0,1,3,0,0,15,1,3,7,0,0,2,0,4,35,0,0,0,1,1,0,0,0,2,1,1,2,2,1,0,1,0,2,0,6,0,3,1,1,0,3,1,5,1,0,2,0,1,3,3,0,0,2,2,1,3,0,5,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,4,4,9,0,0,0,0,1,0,4,0,0,2,1,0,22,0,0,0,0,1,4,0,2,2,0,0,0,0,0,1,1,0,0,2,3,15,0,0,0,0
10.0,2,8,0,0,0,0,1,1,0,0,0,4,0,3,3,0,2,1,3,0,2,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,4,1,0,0,0,2,0,3,21,0,1,0,3,0,0,1,6,2,5,0,1,1,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,4,0,40,3,0,4,0,1,0,0,0,2,0,0,0,2,0,1,2,0,1,0,0,0,5,8,2,2,1,2,5,0,0,1,2,0,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,16,4,0,5,3,0,1,0,0,4,0,2,0,0,3,0,0,0,0,19,1,0,3,0,2,2,0,3,0,0,0,1,12,0,6,0,0,0,0,0,0,0,2,0,0
10.0,2,9,0,1,5,0,0,0,0,0,8,2,2,0,4,0,0,3,0,5,0,0,0,0,1,0,0,1,3,2,0,5,7,0,3,0,0,0,1,2,0,1,0,0,2,37,2,0,0,5,0,0,0,0,1,3,2,0,2,0,0,0,0,2,0,4,0,8,0,0,0,0,0,0,0,0,25,0,5,0,3,11,7,0,1,1,4,1,2,3,1,4,0,0,0,1,4,0,2,4,0,1,0,0,0,4,0,0,2,1,0,0,2,0,0,0,0,3,1,0,0,6,3,0,0,4,2,1,3,6,0,1,0,0,2,0,1,3,1,0,2,0,0,0,3,0,0,0,0,1,30,0,10,1,0,5,1,1,0,0,0,0,5,0,1,0,2,1,7,8,5,2,1,0,0,0
10.0,2,10,1,0,0,0,2,2,0,2,0,0,0,4,0,0,0,4,0,0,3,0,1,0,0,0,1,2,1,3,0,13,0,0,2,0,0,0,3,0,2,3,1,0,4,85,0,0,0,3,0,3,2,3,3,0,0,0,0,8,0,0,7,2,4,0,4,4,0,3,1,4,0,3,1,3,4,1,0,0,2,2,2,0,1,1,0,0,4,4,0,0,1,0,2,0,0,0,4,0,0,1,1,0,0,4,1,0,0,0,4,1,0,0,0,4,0,1,0,3,2,0,0,0,1,0,0,0,4,2,0,0,3,1,0,0,4,7,0,1,1,0,0,10,1,0,0,0,0,0,35,4,1,1,0,0,0,0,0,2,0,0,1,0,0,3,0,1,5,0,0,0,1,0,0,2
10.0,2,11,3,1,2,0,0,0,1,0,0,3,0,0,1,6,0,2,4,0,3,0,1,5,0,1,1,0,9,0,1,3,0,0,4,2,0,3,2,0,4,1,6,1,7,67,7,1,0,0,9,4,4,0,2,9,0,1,0,2,0,0,1,2,3,0,0,1,0,0,2,0,0,0,4,2,0,2,1,5,0,0,0,5,0,3,3,0,0,0,4,0,2,0,3,0,4,0,0,0,3,3,0,0,2,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1,1,2,0,1,0,0,3,0,0,2,0,3,0,4,0,0,0,9,1,0,0,0,0,0,2,0,0,0,1,1,21,0,4,0,1,1,0,0,0,0,0,0,1,1,0,3,1,1,3,6,0,0,1,0,2,0
10.0,2,12,2,0,2,1,2,0,0,0,0,5,1,0,0,0,0,1,2,2,0,0,5,0,1,0,2,1,2,3,1,1,3,0,2,0,0,4,3,0,0,0,0,1,2,50,0,0,1,0,0,4,1,2,2,2,3,1,1,0,2,0,1,8,0,0,0,0,11,0,0,0,1,0,8,1,0,0,1,0,0,11,0,1,5,0,0,8,4,0,0,0,1,0,0,6,1,0,6,10,1,0,0,0,2,3,2,2,2,5,0,0,0,0,0,2,0,2,1,1,6,1,0,4,1,0,0,0,0,1,5,2,0,0,1,0,0,2,0,1,0,0,0,2,3,1,0,0,0,1,6,5,2,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,3,1,0,2,0,0,0,1
10.0,3,1,3,5,8,1,0,1,0,2,0,85,0,0,0,2,6,0,3,2,0,0,3,3,0,1,4,0,8,0,2,0,2,0,6,2,0,7,111,0,0,2,0,0,9,0,2,0,0,0,2,1,7,1,6,44,0,2,3,0,1,8,1,16,1,0,2,29,0,1,3,1,1,0,3,1,55,0,1,3,0,8,8,0,2,3,11,0,5,1,0,0,1,12,5,3,1,0,97,0,0,2,0,2,0,16,6,0,6,0,3,0,2,0,0,8,5,1,1,0,0,1,0,1,1,3,1,0,2,0,2,0,2,3,0,1,1,11,2,1,0,1,7,0,0,3,0,2,2,2,157,5,0,0,1,1,5,1,0,17,2,2,4,0,0,2,1,0,3,6,1,0,0,0,0,0
