epsilon,neighborhood,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
2.0,0,11,0,0,0,0,0,0,16,0,0,47,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,0,62,0,16,16,0,0,16,0,0,0,7292,0,0,0,0,0,54,1685,0,0,0,0,0,0,16,0,0,256,0,0,8,0,0,0,0,16,23,0,16,264,0,0,0,0,0,0,31,0,0,0,0,0,16,0,54,0,0,8,31,0,0,0,0,0,8,8,0,8,0,0,210,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,23,0,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,16,16,0,0,0,16,0,8,8,0,0,0,0,0,140,8,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0,47,0,0,0,8,0,0,0
2.0,0,12,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,72,72,72,0,72,0,0,0,0,0,72,1224,0,72,72,0,0,72,0,0,216,108188,0,0,0,0,0,576,17707,0,0,0,0,0,0,360,0,72,3383,0,0,0,0,0,0,0,72,144,0,0,1943,0,0,0,0,0,0,432,0,0,0,0,0,144,72,720,0,0,144,216,0,0,0,0,0,0,72,0,0,72,0,1224,0,0,0,0,0,72,288,0,0,0,0,0,0,72,0,72,0,0,0,0,72,0,72,0,0,72,0,0,216,72,0,0,0,0,72,0,0,288,72,0,0,0,72,0,0,144,0,0,72,0,72,2303,144,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,72,0,0,0
2.0,1,1,0,0,47,0,0,0,0,0,0,1720,0,0,0,0,0,32,32,63,0,0,0,0,0,0,0,16,95,0,32,174,0,0,47,0,0,110,253,0,0,0,0,0,221,0,0,0,0,0,0,16,47,0,32,300,0,32,0,0,0,47,47,253,0,16,79,16,0,0,0,0,32,0,63,0,978,0,0,0,0,16,174,0,32,47,16,0,0,0,0,0,0,32,0,0,174,0,79,0,0,16,0,0,0,205,16,0,0,0,0,0,16,0,0,47,0,0,0,32,0,0,79,0,16,0,0,16,0,0,0,16,16,32,0,0,16,300,0,0,16,32,0,16,47,0,0,16,0,0,663,16,0,0,0,0,0,0,0,63,0,47,32,0,63,32,63,0,63,32,0,0,0,16,32,0
2.0,1,2,0,0,1,0,0,0,1,0,1,62,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,6,0,2,9,0,0,1,0,0,9,16,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,2,7,0,0,1,0,1,2,2,4,0,0,3,2,0,0,0,0,2,0,5,1,53,0,0,1,0,1,4,1,2,2,3,1,0,0,0,0,1,1,0,0,6,0,4,0,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,3,0,1,0,2,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,1,1,0,0,0,0,0,23,0,0,0,0,0,2,0,0,2,0,1,2,0,2,4,3,0,4,0,0,0,0,0,0,0
2.0,1,3,0,0,6,0,0,0,0,0,0,476,0,0,0,0,0,6,6,17,0,0,0,0,6,0,0,0,69,0,17,46,0,0,34,0,0,80,505,0,0,0,0,0,115,6,0,0,0,0,0,0,23,6,0,126,0,0,6,0,0,11,6,92,0,17,11,34,0,0,6,0,6,0,11,0,1067,6,0,0,23,23,34,0,11,34,29,0,0,0,0,0,6,0,6,0,40,0,40,0,0,23,0,0,0,46,0,0,0,0,6,0,0,6,0,29,0,6,0,34,0,17,11,0,23,0,0,6,0,0,0,0,6,6,0,0,23,63,0,0,0,0,0,23,29,6,0,11,0,6,425,11,0,0,0,6,11,0,0,40,0,23,17,0,17,46,40,6,17,6,6,0,0,0,0,0
2.0,1,4,0,0,107,0,0,0,54,0,0,5684,0,0,0,0,0,0,322,107,0,0,0,0,0,0,54,0,858,0,161,214,54,0,322,0,0,912,4022,54,0,0,0,0,751,2842,0,0,0,0,0,54,375,0,54,1877,0,0,54,0,107,54,0,965,0,0,322,590,0,0,268,0,54,0,751,0,3110,0,0,0,0,54,429,0,107,375,214,54,0,0,0,0,54,322,0,107,536,0,429,0,0,107,0,0,0,536,107,0,107,0,0,161,54,0,0,161,0,0,0,214,0,54,0,0,107,0,0,0,54,0,0,0,0,161,0,0,0,858,0,0,0,0,0,107,107,0,0,0,0,0,2949,0,0,0,0,0,214,0,0,1501,0,429,54,0,54,161,268,0,214,161,54,0,0,0,54,0
2.0,1,5,0,0,49,0,0,0,0,0,98,4876,0,0,0,0,0,0,148,98,0,0,0,0,0,49,0,197,246,0,295,345,0,0,246,0,0,443,5467,0,49,0,0,0,640,5270,0,0,0,0,0,0,49,0,148,886,0,0,0,0,0,492,98,936,49,246,345,1674,49,0,49,0,98,49,295,49,2462,0,0,0,49,246,542,0,197,345,394,0,0,0,0,0,0,98,0,0,345,0,345,0,0,98,0,0,0,542,0,0,197,0,0,98,49,0,0,148,0,0,0,295,0,0,246,0,98,0,0,246,0,0,0,0,0,197,98,0,295,542,0,0,0,0,0,148,49,0,0,49,0,0,4137,98,0,0,0,0,49,49,0,1133,0,98,98,0,197,197,197,98,246,197,0,0,0,0,197,49
2.0,1,6,0,0,0,0,0,0,0,4,0,410,0,0,4,0,0,4,8,12,0,0,0,0,0,0,0,4,27,0,8,27,0,0,35,0,0,20,320,0,0,0,0,0,51,266,0,0,0,0,0,0,27,0,8,55,0,4,0,0,8,12,16,55,0,0,12,23,0,0,8,0,4,0,51,4,207,0,0,0,4,16,35,0,4,12,8,0,0,0,0,0,4,0,0,4,12,4,39,0,0,4,0,4,0,39,12,0,0,0,0,8,8,4,0,12,0,0,0,20,0,8,12,0,16,0,0,12,0,0,4,0,0,4,0,0,16,43,0,0,4,4,0,8,8,0,0,0,0,0,152,0,0,0,0,4,23,12,0,55,0,8,39,0,12,16,12,0,8,4,0,0,4,0,4,0
2.0,1,7,0,0,42,0,0,0,0,0,0,1931,0,0,0,0,0,64,106,64,0,0,0,0,0,21,21,0,255,0,42,149,0,0,106,0,21,212,1506,0,0,0,0,0,488,2207,0,0,0,21,0,0,233,0,64,403,0,0,0,0,0,149,21,446,0,424,127,64,0,0,85,0,0,0,85,0,552,0,0,0,21,21,191,0,21,212,42,21,0,0,0,0,21,42,0,21,149,0,42,0,0,85,0,0,0,233,0,0,42,21,0,64,21,0,21,42,0,21,0,255,0,21,0,0,106,0,0,21,0,0,0,0,0,21,0,0,64,318,0,0,0,0,0,0,127,0,0,21,0,0,1082,21,0,0,21,0,42,21,0,403,0,106,106,42,21,42,212,0,85,21,0,0,0,0,0,0
2.0,1,8,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,16,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,5,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
2.0,1,9,0,0,126,0,0,0,0,0,0,3661,0,0,0,0,0,84,42,126,0,0,0,0,0,0,0,42,379,0,42,42,0,0,210,0,0,379,3493,0,0,0,0,0,1136,4082,0,0,0,0,0,0,253,0,84,1389,0,0,0,0,0,253,42,715,0,0,295,42,0,84,0,0,0,0,210,0,1389,0,0,42,42,0,337,0,0,42,295,0,0,0,0,0,0,379,0,42,295,0,210,0,0,0,0,0,42,253,42,0,84,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,84,0,0,0,84,0,0,42,42,84,0,0,42,253,0,0,0,0,0,42,210,0,0,42,0,0,1599,126,0,0,42,0,42,126,0,84,0,84,84,0,42,42,337,0,295,0,0,42,0,42,0,0
2.0,1,10,0,0,29,0,0,0,0,0,0,1198,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,58,0,14,58,14,0,43,0,0,87,1689,0,0,0,14,0,245,1761,0,0,0,0,0,0,43,0,14,260,0,14,0,0,0,72,29,144,14,116,101,29,0,0,0,0,14,0,58,0,0,14,0,14,14,58,173,0,29,87,101,0,0,0,0,0,0,29,0,0,202,0,173,0,0,14,0,0,0,87,14,14,14,0,14,0,0,0,14,29,0,0,0,144,0,0,0,0,58,0,0,14,0,0,0,0,0,0,72,0,0,87,0,0,0,0,0,14,29,0,0,0,0,0,375,0,0,0,0,0,14,0,0,433,0,29,72,0,14,43,72,0,29,14,14,0,0,0,0,14
2.0,1,11,0,0,73,0,0,0,0,0,0,1959,0,0,0,0,0,36,18,73,0,0,0,0,0,0,0,18,127,0,18,145,0,0,36,0,0,145,1941,0,0,0,0,0,272,1234,0,0,0,0,0,0,109,0,36,526,0,0,0,18,18,0,18,181,0,18,127,0,0,0,0,0,73,0,54,0,0,0,0,0,18,54,290,0,36,127,73,0,0,0,0,0,18,18,0,0,163,0,18,0,0,0,0,0,0,200,36,0,54,0,0,18,0,0,0,0,0,0,0,127,0,0,0,0,36,0,0,73,0,0,0,0,0,0,18,0,18,127,0,0,0,0,0,36,36,0,0,0,0,0,272,0,0,0,0,0,18,0,0,181,0,18,73,0,36,54,91,0,36,18,0,36,0,18,91,0
2.0,1,12,0,0,149,0,0,0,0,0,0,8791,0,0,0,0,0,75,0,75,0,0,0,0,0,0,0,75,149,0,0,298,0,0,447,0,0,522,7227,0,0,0,0,0,1341,4098,0,0,0,0,0,75,224,0,0,1341,0,0,0,0,0,224,298,671,0,0,149,0,0,0,75,0,149,0,298,0,0,0,0,0,0,373,1118,0,75,75,447,0,0,0,0,0,75,0,0,75,447,75,75,0,75,0,0,0,0,447,75,0,224,0,0,0,149,0,0,75,0,0,0,224,0,0,75,0,298,0,0,0,0,75,0,0,75,75,0,0,0,596,0,0,0,0,0,0,149,0,0,149,0,0,1416,0,0,0,149,0,149,75,0,1118,0,75,298,0,149,75,373,0,298,75,0,0,75,75,0,0
2.0,2,1,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248,0,0,464,0,0,464,0,0,0,4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,464,1856,1392,0,464,2320,0,0,0,0,0,0,928,0,23200,0,0,464,464,0,928,0,0,0,464,0,0,0,0,0,0,0,0,0,464,0,464,0,0,0,0,0,0,464,0,0,0,0,464,0,0,464,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0,0,0,0,0,0,0,0,0,0,0,0,10672,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,464,464,0,0,0,0,0,0
2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,101,1817,0,0,0,0,0,101,0,0,0,0,0,0,0,101,0,0,202,0,0,0,0,101,0,0,101,0,0,0,1111,0,0,0,0,0,0,0,0,5553,0,0,0,0,0,0,0,0,101,101,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,202,0,0,101,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,202,0,0,0,0,0,1211,404,0,0,0,0,0,0,0,202,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,3,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,651,651,0,0,0,0,0,0,0,0,4558,0,651,0,0,0,651,0,0,0,7814,0,0,0,0,0,2605,0,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,0,1302,0,651,0,3907,0,0,0,0,0,0,651,0,35816,0,0,0,0,651,0,0,0,0,1954,0,0,0,0,0,0,651,0,0,651,0,1302,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,651,0,0,0,0,0,651,0,0,651,0,651,0,0,651,1302,0,0,0,651,0,0,0,0,3256,0,0,0,0,0,651,1302,0,0,0,0,0,17582,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,1954,0,651,0,0,0,0,651,651,0
2.0,2,4,0,0,0,0,0,0,0,0,0,61,0,0,0,20,0,0,41,41,0,0,0,0,0,0,20,0,81,0,0,20,0,0,20,0,0,0,163,0,0,0,0,0,20,163,0,0,0,0,0,0,0,0,20,41,0,0,0,0,0,20,0,20,20,0,0,102,0,0,0,0,0,0,20,20,1158,0,0,0,0,41,61,0,20,0,0,0,0,0,0,0,0,0,0,20,20,0,81,0,0,0,0,0,0,20,0,0,61,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,41,0,0,0,20,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,20,0,0,0,0,0,406,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0
2.0,2,5,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,73,0,0,109,0,0,36,0,0,109,182,0,0,0,0,0,182,692,0,0,0,0,0,0,36,0,0,291,0,0,36,0,0,0,0,73,0,0,73,328,0,0,0,0,0,0,73,0,1748,0,0,0,0,73,109,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,73,0,0,36,0,0,0,0,0,0,0,0,0,0,73,0,36,0,0,0,0,0,0,0,0,0,0,0,73,0,0,36,182,0,0,0,0,0,0,36,0,0,73,0,0,510,0,0,0,0,36,0,0,0,109,0,0,0,0,73,36,146,0,0,36,0,0,0,0,0,0
2.0,2,6,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,98,197,0,0,0,0,0,0,0,98,295,0,0,98,0,0,197,0,0,0,786,0,0,0,0,0,295,3931,0,0,0,98,0,0,0,0,197,983,0,0,0,0,0,98,0,393,98,0,0,3046,0,0,0,0,0,0,98,0,3832,0,0,0,0,0,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,983,0,0,98,0,0,0,0,0,0,0,0,0,197,0,0,0,98,0,0,0,98,0,0,98,0,197,0,0,0,0,0,0,0,0,0,0,0,98,393,0,0,98,0,0,0,0,0,0,98,0,0,1474,0,0,0,0,0,0,295,0,295,0,0,98,0,98,0,0,0,0,98,0,0,0,0,0,0
2.0,2,7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,583,0,0,486,0,0,194,0,0,681,194,0,0,0,0,0,292,2820,0,0,0,0,0,0,97,0,0,486,0,0,0,0,0,97,0,194,97,0,0,1361,0,0,0,0,0,0,97,97,3209,0,0,0,97,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,97,0,0,0,194,0,0,0,0,0,97,0,0,0,0,0,0,0,97,0,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,97,681,0,0,0,0,0,97,194,0,0,0,0,0,2333,0,0,0,0,0,194,0,0,97,0,0,0,0,0,194,0,0,0,97,0,97,0,0,0,0
2.0,2,8,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,30,59,0,0,0,0,0,89,148,0,0,0,0,0,89,593,0,0,0,0,0,0,30,0,30,208,0,0,0,0,0,0,30,148,30,59,30,267,0,0,0,0,0,0,89,0,1127,0,0,0,0,0,0,0,0,59,30,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,119,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,148,0,30,59,0,0,0,0,0,30,0,0,0,0,0,0,504,0,0,0,30,0,0,0,0,0,0,0,30,0,59,59,0,30,0,0,0,0,0,0,0,0
2.0,2,9,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,637,0,637,0,0,0,0,0,0,0,0,637,0,0,637,0,0,318,0,0,0,318,0,0,0,0,0,955,9873,0,0,0,0,0,0,0,0,1274,1274,0,0,318,0,0,0,0,637,637,0,0,1592,0,0,0,0,0,0,318,0,7006,0,0,0,0,0,955,0,0,318,637,318,0,0,0,0,0,0,0,0,318,0,637,0,0,0,0,0,0,1274,0,0,637,0,0,0,318,0,0,0,0,318,0,0,0,0,318,0,318,0,0,0,0,0,318,0,0,0,1274,0,637,1274,0,0,0,0,0,0,637,0,0,0,0,0,8917,0,0,0,0,0,0,0,0,318,0,0,318,0,637,0,0,0,318,0,0,0,0,0,0,318
2.0,2,10,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,121,0,121,0,0,0,0,0,0,0,0,121,0,121,363,0,0,0,0,0,0,121,0,0,0,0,0,363,10152,0,0,0,0,0,121,242,0,0,0,0,0,0,0,0,0,121,242,242,0,242,363,0,0,242,0,0,0,0,0,0,0,0,0,0,121,121,0,121,121,0,0,0,0,0,0,0,121,0,0,0,0,363,0,0,0,0,0,0,604,0,0,0,0,0,121,0,0,0,0,0,0,0,121,0,121,0,0,121,0,0,242,0,0,0,0,0,121,0,0,0,604,0,121,0,0,0,0,242,0,0,0,0,0,4472,121,0,0,0,0,0,0,0,121,0,121,0,0,121,0,121,0,121,121,0,0,0,0,121,0
2.0,2,11,0,0,349,0,0,0,349,0,0,1047,0,0,0,0,349,0,349,0,0,0,0,0,0,0,0,0,2442,0,349,0,0,0,698,0,0,0,698,0,0,0,0,0,2093,24423,0,0,0,0,0,0,0,349,349,3140,0,0,0,0,0,349,349,349,349,0,0,349,0,0,0,0,0,0,1396,0,0,0,0,0,0,0,0,0,349,0,698,0,0,0,0,0,349,0,0,0,1396,0,349,0,0,0,0,0,0,0,0,0,349,0,0,0,698,0,0,349,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,0,0,0,0,0,0,349,0,0,0,0,0,7327,0,0,0,0,0,0,0,0,349,0,349,0,0,0,0,349,0,698,349,0,0,0,0,0,0
2.0,2,12,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,263,0,53,0,0,0,53,0,0,105,105,0,0,0,0,0,263,2841,0,0,0,0,0,0,105,0,0,105,0,0,0,0,0,0,0,105,105,0,0,0,53,0,0,0,0,0,105,0,0,0,0,0,0,105,53,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,158,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,158,0,0,0,53,0,53,105,0,0,0,0,0,579,0,0,0,0,53,0,0,0,53,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0
