epsilon,neighborhood,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
4.0,0,11,1,0,2,5,0,0,8,0,9,4,4,4,2,0,6,0,0,0,0,0,0,2,0,3,2,0,11,3,1,4,0,0,0,6,2,0,932,0,0,0,0,10,9,211,0,0,12,0,0,0,8,1,0,27,0,0,0,9,8,0,13,0,5,0,6,38,1,1,1,2,0,0,0,0,0,1,6,0,3,0,4,0,2,0,0,0,0,0,4,0,0,0,0,0,0,4,23,9,0,5,0,3,4,2,0,1,0,2,6,0,0,0,0,8,0,4,0,8,4,9,5,0,0,4,2,4,3,8,0,4,0,0,0,7,21,4,3,0,6,2,3,11,0,0,0,3,6,3,12,0,2,5,0,9,0,1,0,0,19,7,0,19,0,0,4,9,2,0,10,4,0,3,0,22
4.0,0,12,3,4,0,0,0,2,1,0,0,14,0,0,0,8,4,1,0,9,1,0,3,0,0,0,2,1,25,0,0,12,0,2,1,0,0,6,1500,0,4,0,8,0,8,250,0,5,2,0,0,1,2,16,1,50,4,1,2,24,0,0,0,0,0,8,0,23,12,0,5,0,0,1,0,0,2,6,0,10,2,0,11,0,8,3,8,0,0,10,0,3,3,0,1,0,1,1,12,0,0,0,9,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,2,6,0,1,0,1,0,0,5,9,4,0,0,0,0,4,10,5,4,0,0,11,0,4,5,0,2,4,1,36,0,0,0,3,0,3,3,0,0,0,0,4,0,7,12,0,0,1,0,6,0,2,11,0,0
4.0,1,1,2,0,2,0,0,0,11,0,0,105,0,2,0,5,6,7,4,3,5,0,3,1,0,4,0,0,4,3,0,9,0,0,3,8,3,13,21,0,3,5,1,5,12,2,0,4,0,7,0,0,6,0,3,22,0,3,0,8,0,5,0,18,6,2,6,0,8,0,5,1,0,0,0,0,67,0,4,0,1,9,5,19,4,6,0,0,2,7,0,0,6,8,1,11,11,0,13,0,8,0,6,0,1,0,7,4,2,0,0,1,1,0,0,0,1,0,0,7,0,1,5,4,0,0,0,0,9,0,13,3,0,0,0,9,0,17,0,0,1,4,0,0,0,16,8,0,4,0,42,1,0,0,1,0,0,0,4,2,0,0,0,0,4,5,9,0,0,2,8,0,0,6,0,0
4.0,1,2,6,0,0,0,0,0,6,4,0,116,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,7,10,7,0,0,0,0,0,0,5,21,40,4,1,0,0,11,17,1,0,0,0,0,0,0,1,0,15,11,0,0,0,6,0,0,7,14,0,5,12,5,0,0,4,1,9,0,3,15,115,0,4,0,0,0,13,1,0,8,4,1,2,1,0,11,2,7,1,0,15,0,25,0,1,0,5,0,0,22,0,0,0,8,0,0,0,0,0,17,0,9,5,0,0,4,6,0,0,2,0,13,1,2,0,5,3,0,0,0,0,7,2,8,0,0,0,5,0,14,0,4,0,0,43,6,0,0,1,2,2,1,6,0,0,3,1,3,3,30,5,1,5,11,0,7,0,0,2,0
4.0,1,3,0,0,9,1,18,11,0,0,3,78,0,7,0,0,4,0,10,3,0,15,0,1,0,3,0,4,9,0,0,0,5,0,6,0,1,11,91,5,7,5,0,0,17,0,9,0,0,11,0,3,0,0,1,21,3,6,3,0,0,3,1,17,4,5,14,6,0,2,5,0,0,3,0,0,185,5,0,0,6,4,7,0,1,7,5,5,1,4,0,0,0,8,6,23,3,0,6,9,0,0,0,0,5,3,0,0,1,0,1,0,0,0,0,13,0,0,11,13,0,10,0,0,0,8,0,0,5,7,0,0,4,2,0,0,4,11,0,6,0,0,0,3,5,10,0,0,2,0,77,3,6,0,4,2,0,1,1,11,1,0,0,0,0,13,12,0,4,9,5,0,2,1,0,0
4.0,1,4,0,5,4,7,4,4,15,0,9,106,2,2,6,0,0,18,0,0,10,0,4,0,0,8,17,0,14,15,25,3,0,8,9,0,3,24,88,8,0,9,0,8,15,57,5,5,0,0,3,0,4,0,0,12,0,0,4,0,3,4,0,30,0,14,6,13,2,0,3,0,8,0,15,0,51,0,0,0,1,0,13,7,3,7,1,0,3,10,1,0,0,0,0,0,1,0,12,0,3,19,0,5,0,3,1,0,11,0,2,0,3,2,3,0,0,0,6,4,0,2,3,2,2,6,0,0,13,39,0,2,0,0,0,0,4,15,0,0,0,2,0,5,8,0,12,2,0,0,61,0,0,3,1,2,4,6,0,28,0,4,2,3,2,15,8,0,1,3,10,0,3,14,0,0
4.0,1,5,5,0,2,3,2,0,0,0,2,111,0,0,21,20,3,3,4,2,0,3,0,6,0,13,8,3,10,0,12,5,2,17,0,1,8,7,113,0,3,0,8,0,13,122,3,2,1,3,0,4,0,3,0,18,0,0,3,0,1,13,4,24,0,17,13,33,2,9,3,1,1,0,15,5,66,0,0,1,0,0,8,0,12,13,7,0,0,6,1,0,0,8,0,1,0,2,7,0,1,11,3,11,0,5,0,0,0,0,2,8,3,1,0,0,0,9,0,9,0,27,6,9,0,2,0,6,0,0,0,3,0,6,3,7,10,12,0,0,0,0,4,6,7,0,1,0,12,2,83,3,7,0,7,3,10,0,2,12,0,0,0,4,2,18,4,3,14,10,0,5,11,0,2,0
4.0,1,6,1,0,0,0,5,0,0,0,3,107,0,12,1,11,0,5,6,0,5,9,0,0,0,6,0,0,2,1,3,8,0,0,30,4,3,10,78,1,0,6,3,0,5,66,5,0,0,2,0,0,1,5,10,5,0,1,6,0,0,5,6,16,0,0,10,9,6,0,11,0,12,0,12,11,59,3,0,0,1,0,11,9,0,3,28,0,0,0,5,1,2,0,0,3,0,2,8,11,3,11,0,4,5,10,1,7,0,9,2,0,3,6,7,3,0,0,0,1,0,0,7,0,7,1,0,0,0,2,7,0,6,4,0,5,10,9,2,0,0,3,12,0,9,0,9,0,0,11,40,9,8,0,0,0,4,0,9,18,0,2,3,0,0,0,8,0,0,1,0,0,0,0,0,0
4.0,1,7,10,0,0,0,0,6,2,4,0,113,1,0,0,5,2,0,0,0,0,4,2,0,6,0,0,17,10,0,4,2,0,0,7,10,4,19,70,1,2,0,0,0,34,107,6,9,0,10,0,3,6,0,2,20,0,0,0,1,1,6,2,29,0,22,15,4,4,0,6,2,0,3,0,0,23,0,0,8,2,4,5,3,22,15,1,2,0,0,0,0,1,0,0,0,19,5,0,7,1,10,0,12,0,13,2,0,0,15,6,0,0,0,21,3,2,2,0,14,0,8,0,0,3,4,1,0,0,2,13,0,3,3,0,0,27,19,17,1,0,2,3,0,5,9,0,0,8,13,47,1,10,0,9,0,0,0,0,19,0,7,1,3,0,0,14,6,0,10,2,1,1,1,7,0
4.0,1,8,0,0,0,3,3,0,2,0,0,92,5,0,5,3,0,0,1,2,0,1,0,0,5,1,0,0,2,0,4,14,0,0,2,0,0,14,80,14,2,0,7,0,18,87,9,0,1,2,0,1,0,0,0,27,0,1,10,1,0,5,0,25,2,10,0,2,2,0,5,3,0,0,2,12,36,12,4,0,1,6,15,3,0,0,0,6,5,2,0,0,5,3,0,0,0,6,0,0,14,0,6,0,0,11,0,0,0,4,3,2,0,0,7,8,2,0,3,0,1,0,14,0,0,0,3,0,6,2,3,0,2,10,0,0,2,8,0,4,0,2,4,0,0,5,2,0,0,3,47,3,0,0,5,0,8,0,3,10,5,1,0,0,5,0,17,4,8,0,4,3,0,5,11,0
4.0,1,9,0,0,1,0,17,0,2,0,0,91,2,0,7,10,10,0,3,9,0,3,0,0,18,5,2,2,6,2,0,1,0,0,0,0,6,2,86,0,3,4,1,1,46,95,0,0,0,0,0,0,2,0,0,31,0,5,0,0,2,6,0,18,0,4,6,0,2,0,2,9,0,7,3,5,27,0,0,0,0,1,15,0,0,3,21,0,0,11,0,8,0,15,10,0,9,2,14,0,18,0,1,6,6,7,0,0,0,0,0,6,2,10,2,0,0,0,0,9,0,0,0,4,0,5,4,7,0,0,0,0,8,0,0,0,1,13,6,0,0,0,0,0,1,1,0,2,0,0,39,5,14,2,0,4,0,9,2,7,4,3,0,0,8,0,12,3,9,0,0,5,8,0,0,9
4.0,1,10,5,13,7,4,0,0,0,2,1,89,3,4,0,0,2,9,8,0,12,0,9,0,0,0,4,7,0,0,3,0,11,11,16,15,7,8,116,6,3,6,14,0,27,123,0,0,1,0,3,0,27,4,0,35,2,0,2,24,0,6,4,17,7,5,13,0,1,0,0,0,13,2,3,1,0,0,0,1,2,9,11,4,3,6,0,1,0,0,0,0,0,1,0,5,16,0,13,0,0,17,0,2,1,7,0,0,3,0,0,0,0,0,2,1,2,4,0,10,0,0,5,0,5,0,2,10,8,0,0,0,7,0,3,0,3,0,1,0,0,0,0,7,0,5,3,4,2,0,4,0,0,1,1,0,4,1,0,41,0,2,6,0,20,15,12,1,11,0,14,0,0,0,3,0
4.0,1,11,0,0,5,4,4,0,4,6,8,118,1,0,0,0,0,6,0,0,8,0,1,6,3,0,0,0,5,0,0,8,0,1,2,3,2,16,119,3,2,1,0,5,15,66,0,0,0,2,3,0,8,0,0,30,0,0,0,0,20,4,2,18,0,17,17,7,0,0,3,0,0,2,3,10,0,5,1,6,0,22,6,0,6,20,0,3,3,0,0,1,1,8,0,0,6,0,0,0,0,2,0,0,11,17,9,0,0,0,0,2,3,0,0,3,1,4,0,2,1,3,2,1,3,0,1,0,2,0,0,4,0,7,0,20,3,9,4,0,2,7,3,0,0,2,1,1,0,5,19,0,3,2,0,3,1,9,0,2,2,0,7,14,10,34,9,8,5,3,0,2,1,0,4,0
4.0,1,12,0,17,9,2,0,0,4,0,0,108,1,1,2,0,2,0,8,1,6,0,0,3,12,10,0,0,0,0,5,0,4,0,1,6,9,6,102,3,0,2,0,0,3,31,0,0,0,1,2,0,18,0,7,14,0,3,2,0,1,0,3,7,5,0,0,1,1,12,0,1,9,5,15,1,0,13,0,0,1,4,15,0,0,1,6,15,0,0,3,5,5,0,7,0,8,0,1,0,1,0,3,4,1,15,0,0,26,6,2,2,8,0,0,0,6,0,2,4,1,0,5,3,3,5,13,0,0,0,1,0,0,1,5,0,0,10,2,0,1,8,15,9,2,0,0,0,1,0,17,0,0,0,0,17,7,1,0,11,0,1,9,5,0,0,3,3,0,0,7,4,0,0,8,0
4.0,2,1,3,0,3,3,4,0,0,3,0,0,13,5,2,3,7,0,1,0,0,0,0,6,0,0,0,0,2,1,0,5,0,5,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,12,3,7,0,2,5,1,7,10,0,0,1,0,5,0,0,9,12,18,3,2,10,3,5,14,0,50,0,10,0,0,0,0,0,0,11,0,1,2,0,1,2,2,0,0,8,5,0,0,0,17,2,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,12,0,1,0,2,4,3,1,9,1,6,0,3,12,0,0,3,2,1,1,6,5,0,2,0,0,1,0,0,0,10,24,3,1,4,1,10,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,2,2,2,0,13,1,2,0,0,0,1,0,1,0,11,5,0,0,0,0,0,0,2,0,3,11,4,0,12,1,1,0,0,0,0,0,12,0,8,9,5,4,0,0,3,0,0,0,0,0,2,3,3,0,6,7,0,0,0,1,0,0,0,0,0,0,3,3,0,2,11,5,0,1,0,2,41,11,0,0,7,5,0,0,0,3,0,3,3,0,0,0,0,0,0,5,5,2,4,0,0,0,9,6,0,1,0,0,16,18,0,0,1,0,0,3,0,0,0,6,0,0,1,1,1,3,1,0,0,0,6,0,6,1,5,1,6,0,0,5,0,1,4,2,0,0,17,6,0,2,15,1,0,0,0,0,4,13,0,24,0,8,0,11,1,0,1,0,0,0,0,10,0,0,0,0
4.0,2,3,15,7,9,2,0,12,8,0,0,7,0,0,0,0,0,1,0,0,0,0,3,0,0,16,2,2,4,0,0,2,23,0,7,1,0,4,8,2,1,0,4,10,6,0,6,1,0,0,10,16,0,5,0,0,3,0,0,0,0,0,0,5,0,3,0,4,17,0,0,3,9,0,5,0,52,3,5,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,2,0,0,0,11,12,0,0,1,5,1,4,1,7,6,11,0,18,5,0,0,6,13,11,0,0,5,0,3,2,2,0,0,23,5,0,0,0,6,0,0,0,2,3,0,0,0,0,0,1,10,7,5,0,4,0,31,2,0,16,4,6,0,1,0,0,1,0,3,0,2,3,3,3,0,0,4,5,0,0,0,0
4.0,2,4,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,8,9,0,0,33,0,0,0,1,9,3,0,14,0,1,8,5,0,0,0,0,2,6,5,0,0,3,22,15,0,0,0,1,4,2,5,0,2,6,1,0,0,6,0,0,0,0,0,13,7,5,4,0,3,1,4,14,2,11,39,3,0,0,1,0,0,0,0,0,0,0,2,0,12,0,0,2,0,1,0,4,2,0,5,4,1,0,0,6,0,10,7,0,0,0,1,0,2,0,7,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,4,0,0,4,0,0,0,0,11,1,0,0,20,0,0,0,4,0,0,0,0,0,0,8,4,1,0,10,0,1,2,0,1,3,0,0,11,0
4.0,2,5,1,0,4,0,0,1,0,4,0,0,9,0,0,2,1,0,0,2,2,6,13,0,0,0,0,4,4,0,6,3,2,0,0,10,0,13,7,2,1,0,0,0,0,17,0,4,0,0,0,1,0,0,0,13,8,1,4,5,7,0,0,0,0,2,3,9,1,6,0,6,0,3,0,0,10,1,0,7,7,4,12,2,0,5,10,8,1,0,0,0,9,9,2,5,6,0,0,1,0,16,6,0,5,12,2,2,0,0,0,0,0,10,0,2,0,0,9,2,0,2,0,0,1,0,0,9,0,3,0,6,0,0,5,0,0,16,0,0,1,0,0,0,1,0,4,0,14,0,16,0,0,0,0,0,6,2,0,5,0,0,4,0,13,11,0,11,6,2,7,1,0,8,0,3
4.0,2,6,0,9,2,0,8,0,0,0,0,0,0,3,0,1,1,4,20,18,1,3,0,10,0,6,0,13,2,0,0,0,9,0,14,1,0,0,22,0,5,0,8,0,0,38,0,0,0,4,0,0,1,0,1,25,26,6,2,5,1,6,8,2,5,9,22,30,0,12,3,4,1,1,0,4,29,4,4,6,13,0,1,0,28,0,0,2,2,0,7,12,0,0,9,4,0,11,7,5,12,6,0,0,0,3,2,2,0,1,7,22,0,0,0,0,0,0,5,4,0,0,0,0,2,4,13,1,0,1,8,0,0,19,8,3,2,1,0,15,3,0,0,0,1,0,0,3,1,2,0,6,0,6,0,3,9,2,1,0,0,1,0,11,4,2,6,1,0,0,0,0,3,2,0,0
4.0,2,7,0,1,2,0,8,7,0,3,0,0,3,5,14,5,0,0,0,1,1,0,0,2,1,0,5,5,1,4,0,7,0,0,5,0,0,7,0,1,10,9,0,17,8,29,0,0,0,0,11,5,12,4,10,3,0,4,0,0,0,0,2,18,0,0,3,17,1,0,9,10,1,0,5,3,39,1,0,0,0,3,25,0,0,0,0,0,12,3,0,3,2,0,0,0,0,0,3,0,6,1,21,1,0,0,0,2,0,0,4,1,3,0,0,3,0,1,0,15,24,3,0,0,10,8,5,13,2,3,0,9,0,12,2,5,1,7,0,0,10,1,0,9,0,2,0,13,1,0,24,1,1,1,0,3,0,0,0,4,0,0,0,5,9,0,2,0,0,6,9,0,0,0,0,1
4.0,2,8,0,0,0,4,14,0,0,0,0,4,1,0,1,4,1,1,0,0,0,0,5,0,10,5,1,0,0,0,0,3,0,5,0,1,3,3,5,0,0,0,0,4,17,15,1,0,0,0,2,13,4,0,2,2,0,1,0,15,12,13,13,3,0,9,2,2,8,0,0,3,0,0,2,1,43,0,0,0,0,15,0,3,0,0,0,0,9,5,3,0,4,0,2,0,1,0,2,4,1,5,11,2,0,7,0,0,4,2,3,4,0,17,0,0,3,0,0,0,5,0,0,0,0,2,0,0,0,4,0,10,0,2,6,12,0,19,8,0,7,0,0,5,0,7,0,2,0,1,21,4,2,6,0,0,2,0,4,0,2,2,2,0,1,1,3,0,2,3,0,0,0,0,4,7
4.0,2,9,2,0,4,0,2,4,0,8,7,9,5,4,0,0,6,0,0,0,4,0,0,8,0,0,0,2,2,0,0,27,12,1,6,11,6,0,11,0,3,0,0,0,14,24,3,0,10,0,1,0,7,0,0,4,0,0,0,0,0,0,6,1,17,2,4,6,1,0,6,4,0,0,0,0,21,0,1,0,2,13,6,0,0,1,1,4,0,0,18,0,0,0,3,0,12,5,7,0,0,1,0,2,4,6,6,0,0,17,0,0,1,7,5,7,0,5,0,0,0,8,2,0,1,0,11,14,0,0,2,0,0,0,4,0,12,0,0,0,5,0,14,4,7,5,0,2,4,0,35,0,3,0,0,2,0,0,11,4,8,4,3,4,0,0,0,0,5,0,0,0,0,8,1,0
4.0,2,10,1,0,1,0,2,8,5,1,0,20,3,3,28,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,5,0,3,3,1,0,0,7,15,1,0,3,6,95,23,3,20,1,2,3,4,1,0,2,14,0,0,1,0,0,0,0,6,0,1,0,0,7,0,5,0,0,0,2,1,0,4,0,0,1,16,3,0,0,6,0,0,0,1,3,3,0,0,0,2,0,2,4,2,1,0,0,21,0,0,0,12,0,6,0,0,0,0,0,0,4,3,16,4,1,0,0,2,1,0,0,0,1,4,0,1,2,16,0,0,5,0,0,5,0,5,2,0,0,0,1,0,0,35,4,0,9,0,6,0,0,5,5,0,2,2,3,0,2,4,0,0,0,5,9,0,0,9,37
4.0,2,11,0,0,13,16,0,3,0,20,4,0,1,5,3,16,6,0,7,0,0,0,0,1,0,2,3,0,8,0,0,6,0,22,7,0,0,0,4,6,0,0,0,2,16,75,2,6,4,5,0,2,0,0,1,13,4,0,1,1,4,0,1,1,1,0,0,0,0,0,4,14,2,0,4,0,7,0,0,2,1,0,0,4,1,3,2,10,0,0,1,2,6,0,5,16,0,0,0,0,4,0,4,3,3,0,0,3,0,0,0,5,0,0,6,1,5,1,0,1,0,7,0,0,3,0,1,3,0,12,2,6,0,0,0,6,14,18,0,0,1,1,18,0,16,0,1,1,0,1,18,0,0,0,8,0,0,11,0,3,0,3,1,0,0,7,0,4,0,5,4,3,4,9,4,0
4.0,2,12,0,0,0,0,0,0,0,2,0,9,0,4,5,0,0,2,5,2,5,4,0,4,0,0,0,14,0,0,0,2,13,0,3,0,5,0,3,0,7,8,0,0,15,61,1,3,1,4,2,0,2,3,0,0,0,1,1,0,7,12,6,4,1,7,0,10,0,0,16,0,0,0,0,1,1,1,0,2,0,6,0,3,0,0,15,6,0,2,0,0,12,0,3,8,0,1,3,0,5,0,0,9,0,2,0,9,2,0,3,3,0,9,2,1,0,0,15,1,4,15,0,0,10,0,0,6,0,0,3,1,1,0,4,4,5,0,4,11,5,0,0,1,11,1,4,0,0,1,9,6,3,0,3,0,0,0,0,0,0,0,5,12,0,1,0,0,0,1,0,0,4,0,4,0
4.0,3,1,9,5,0,0,0,2,1,1,0,78,0,8,0,5,6,0,2,2,7,0,1,0,2,3,1,0,9,3,0,7,0,23,6,4,2,0,116,0,5,0,2,0,8,1,0,12,7,0,0,13,6,0,5,47,0,1,2,2,7,8,0,18,5,10,16,17,0,0,11,1,2,0,3,0,56,0,0,0,22,5,0,3,4,0,5,5,8,2,5,0,0,16,4,0,0,4,92,0,0,2,0,0,5,21,6,5,2,0,0,9,2,0,22,1,0,4,0,6,2,20,2,0,0,3,0,0,1,0,0,3,12,6,0,5,0,21,19,0,0,7,0,8,0,0,4,7,0,5,169,0,1,2,0,0,10,0,0,26,0,8,2,0,0,0,1,0,1,11,0,0,2,0,0,0
