epsilon,neighborhood,year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
0.5,0,2019,11,43,25,31,0,0,0,0,0,29,0,3,0,0,0,121,37,102,2,0,4,0,47,0,0,0,0,34,0,0,0,0,34,63,97,34,0,958,0,0,46,0,65,4,230,15,62,13,10,0,2,0,26,1,51,0,0,24,0,0,0,98,28,0,0,0,66,16,0,0,0,15,30,0,0,0,110,0,31,13,0,0,0,10,33,18,3,0,111,36,0,130,10,7,28,39,15,0,0,78,0,0,0,0,13,87,0,0,0,59,14,0,40,51,48,73,0,29,0,46,25,32,15,0,4,139,84,0,0,0,24,40,0,0,46,27,6,8,1,0,8,19,56,14,30,0,0,0,0,42,165,0,0,38,0,6,26,11,0,0,34,5,0,30,0,27,0,105,0,0,0,0,56,197,0
0.5,0,2019,12,0,23,59,8,0,0,20,0,11,0,36,0,8,0,13,0,8,6,5,10,17,38,0,42,0,0,0,0,35,22,34,1,0,0,0,0,1434,0,9,25,228,80,21,239,13,34,0,0,46,0,11,8,0,34,0,0,0,44,0,1,0,86,0,0,55,73,0,37,0,0,0,0,30,0,0,25,30,0,12,0,38,15,98,0,0,0,0,0,67,0,0,30,0,32,0,0,0,0,67,0,3,0,0,68,0,16,105,5,83,0,0,0,26,131,0,15,0,7,0,116,10,0,0,0,0,0,49,5,2,0,51,25,0,21,8,0,0,0,0,90,48,17,0,0,14,5,0,2,70,0,0,34,0,0,0,0,29,2,0,56,57,54,0,0,140,31,0,0,0,68,4,0,0,15
0.5,1,2019,1,41,0,35,106,0,2,0,35,7,122,36,0,71,3,0,22,37,0,50,67,0,137,0,0,0,63,21,0,0,21,0,58,40,0,109,0,154,16,13,0,58,0,0,0,5,2,23,61,0,26,0,50,43,22,22,0,0,41,0,0,3,59,0,0,27,43,0,0,0,0,0,28,18,11,48,46,0,127,12,0,28,0,21,0,0,50,0,45,0,13,20,3,0,0,0,0,20,84,54,31,34,16,0,80,18,5,0,0,0,52,5,0,123,0,0,0,26,74,0,50,0,69,29,38,0,105,24,0,43,0,56,0,21,3,0,0,0,0,0,11,0,0,30,0,66,50,16,8,103,0,0,0,36,0,7,188,50,6,0,46,11,0,0,70,21,43,61,8,1,0,0,0,34,9
0.5,1,2019,2,61,0,12,12,8,21,0,1,0,105,0,15,93,9,27,2,16,0,0,0,0,0,0,0,115,0,11,0,13,0,0,1,0,0,0,0,0,0,37,6,1,0,92,0,0,11,0,0,1,55,3,21,174,0,0,0,0,0,69,25,13,0,42,96,46,0,13,0,0,0,12,19,0,0,95,0,0,0,28,0,0,0,89,19,23,0,8,0,13,70,11,56,24,0,76,0,10,0,0,0,0,0,7,0,0,5,0,25,15,47,20,0,17,0,0,36,0,40,41,51,76,0,0,7,0,9,21,19,0,0,0,0,61,0,0,0,14,13,0,0,0,0,19,10,0,0,149,0,62,0,0,0,0,105,0,0,0,0,0,0,33,0,0,71,0,97,0,60,9,42,138,0,102,0
0.5,1,2019,3,0,0,4,0,5,3,30,44,0,63,0,0,0,0,0,109,6,0,7,0,0,12,0,0,176,57,23,6,14,0,0,0,4,4,0,119,156,24,3,54,0,35,0,37,0,56,88,0,0,131,3,53,8,11,0,0,31,0,1,1,8,69,130,0,45,36,6,97,0,0,50,0,49,62,103,59,0,1,16,81,0,0,21,30,24,0,0,0,38,0,0,99,0,217,24,43,0,0,26,48,26,0,28,39,15,30,47,10,0,0,0,0,0,0,0,0,38,96,0,99,4,0,0,0,36,22,0,0,0,0,0,0,37,78,0,78,0,0,0,13,127,13,0,15,0,62,0,0,82,13,0,18,0,23,43,37,4,9,0,36,0,0,0,0,19,0,31,0,0,1,0,0,21,0
0.5,1,2019,4,45,0,0,26,0,0,0,0,46,87,34,61,0,69,0,105,0,21,0,0,12,21,0,0,23,16,124,30,96,25,0,0,39,14,0,4,173,1,0,0,0,0,2,0,31,0,41,48,0,16,5,57,0,53,10,0,0,14,28,0,14,9,22,0,67,0,0,0,0,1,0,44,0,0,42,0,0,0,0,0,11,8,0,4,109,3,18,0,32,32,3,127,0,0,41,38,0,0,0,0,32,1,0,0,0,0,16,119,47,0,65,33,33,0,0,0,0,0,0,0,27,0,0,99,87,34,163,4,104,0,0,0,0,0,11,49,7,0,39,13,0,19,0,0,72,0,0,61,76,0,0,0,12,0,0,99,2,0,0,26,0,0,39,0,9,0,0,0,0,0,0,47,132,35
0.5,1,2019,5,49,0,103,0,93,183,22,131,8,73,0,8,0,11,131,0,38,70,87,101,2,124,29,0,0,27,0,13,22,0,6,31,5,0,0,0,188,0,14,0,0,48,37,41,0,0,0,16,0,0,0,73,175,0,30,0,0,28,73,103,9,6,35,0,12,21,16,0,0,72,0,1,0,0,0,0,53,0,93,12,6,7,5,36,0,0,62,89,62,0,33,0,0,0,15,0,0,50,0,0,0,85,1,3,39,45,0,20,31,17,0,56,3,0,0,0,0,36,0,0,7,0,119,0,0,0,0,0,25,109,0,20,28,48,0,0,0,22,40,0,0,68,39,140,28,0,8,16,10,6,22,0,33,7,95,0,0,32,0,24,31,0,5,5,0,82,48,24,22,0,74,20,28,52
0.5,1,2019,6,0,38,0,0,0,126,50,22,24,110,90,0,0,0,34,26,0,0,45,0,21,113,0,0,21,41,11,109,0,7,23,52,0,37,4,0,29,52,0,0,0,54,30,104,0,11,6,44,67,0,24,0,6,0,0,0,11,0,27,0,0,48,0,0,22,0,0,0,90,13,18,12,0,0,81,0,0,0,0,133,0,2,0,116,0,0,26,21,0,0,0,0,0,0,0,0,25,111,9,0,0,94,0,0,12,11,14,0,0,108,0,18,21,13,0,0,9,58,90,0,0,88,30,58,0,11,21,18,0,0,7,0,0,99,0,57,0,17,124,0,0,0,0,27,71,0,0,0,63,0,8,10,13,0,28,0,0,70,26,0,0,0,0,0,0,0,27,11,17,0,94,45,39,42
0.5,1,2019,7,80,4,0,11,27,26,2,0,0,165,7,3,0,0,63,19,39,0,12,0,21,0,0,15,83,0,54,0,0,0,0,0,0,0,78,0,101,0,15,0,0,0,0,64,16,58,40,19,0,0,0,0,4,22,0,0,43,35,0,77,95,4,0,20,92,59,0,0,9,0,0,51,21,45,77,27,0,10,0,18,0,20,0,0,0,0,23,25,1,0,0,0,0,62,0,0,0,0,2,14,0,0,0,0,0,101,13,6,0,0,4,20,22,0,0,0,54,24,3,0,9,0,0,0,19,0,0,63,0,1,0,0,35,0,1,20,12,19,0,0,24,3,51,41,46,0,0,35,47,0,50,58,0,0,0,38,65,0,0,61,0,5,111,0,24,0,0,38,0,207,5,0,0,0
0.5,1,2019,8,0,0,0,0,24,15,22,0,0,113,0,0,38,32,4,0,31,10,33,28,37,2,0,17,11,27,0,0,62,40,68,29,14,15,60,17,102,0,0,23,0,0,0,61,0,0,68,2,0,0,22,0,42,39,36,0,19,0,85,15,0,0,0,21,0,11,0,16,41,32,30,0,0,21,14,0,0,0,0,60,0,5,0,17,0,65,60,0,65,195,42,51,0,10,0,0,249,0,28,39,50,214,0,0,0,0,0,0,34,8,0,15,0,0,30,11,30,0,45,12,5,12,52,8,7,161,29,0,22,0,0,9,78,78,0,10,0,190,131,14,38,22,13,0,0,17,18,0,140,0,0,19,20,15,0,0,13,17,0,22,4,16,47,0,0,33,15,23,45,37,102,3,2,0
0.5,1,2019,9,0,6,0,74,7,8,0,0,0,80,0,10,57,58,15,0,53,62,0,26,0,37,208,0,63,12,126,0,48,0,0,0,125,40,49,92,12,0,0,0,0,0,2,33,0,0,117,29,110,0,0,36,0,12,0,0,0,0,17,0,0,55,0,0,59,0,0,1,0,5,37,0,12,0,0,11,0,0,0,0,0,41,0,0,4,24,6,16,32,52,0,12,46,155,67,0,0,0,26,0,0,45,0,57,0,0,0,30,0,0,93,0,6,7,0,14,0,7,0,16,0,6,0,0,0,0,44,0,77,113,7,0,0,36,0,0,5,47,36,0,17,0,0,55,0,0,0,54,73,15,28,0,0,0,0,2,74,0,0,0,0,68,0,0,37,0,6,0,9,282,31,0,43,0
0.5,1,2019,10,0,0,0,1,10,69,1,0,0,0,4,0,45,0,0,0,0,0,24,0,10,0,0,0,37,0,32,0,33,0,19,6,81,0,0,0,159,2,32,0,0,0,120,138,81,0,10,18,0,48,93,59,27,0,0,106,0,23,21,16,159,0,0,0,2,0,0,44,82,0,0,78,0,0,0,9,0,111,0,4,0,0,18,34,35,7,66,40,29,0,0,0,16,0,5,59,75,68,0,20,0,0,0,0,0,44,0,25,4,0,0,0,10,0,0,0,4,75,0,25,15,80,45,6,15,65,0,0,0,42,37,0,12,0,0,136,0,0,8,26,0,16,5,0,0,6,0,84,67,137,0,112,0,0,0,0,19,26,0,12,0,7,0,45,46,0,0,0,39,0,0,0,0,0
0.5,1,2019,11,46,0,0,38,42,0,0,0,80,50,81,18,3,0,0,0,0,19,114,5,22,0,0,0,10,85,23,0,0,12,0,44,42,10,0,0,45,0,0,17,15,0,6,28,0,43,0,0,0,57,11,0,2,54,99,0,59,82,73,13,13,1,28,4,25,0,25,42,0,44,7,47,0,0,71,0,47,0,2,0,22,0,0,0,0,126,107,0,24,0,18,39,90,0,42,0,159,0,9,15,19,0,84,0,13,0,0,4,0,0,0,0,29,64,0,0,0,0,16,9,0,0,0,44,119,0,0,53,77,0,0,0,7,0,0,14,0,34,0,0,8,0,120,4,0,22,0,66,3,4,0,0,44,38,0,0,40,89,0,0,0,54,0,0,33,0,1,0,0,0,2,0,11,38
0.5,1,2019,12,29,0,0,0,0,0,18,0,0,108,20,0,13,0,59,64,0,0,0,0,17,42,17,42,0,0,28,0,17,0,0,168,0,151,124,42,112,7,53,0,0,11,10,49,0,5,48,0,81,20,45,5,33,0,41,0,61,165,0,0,34,0,53,0,0,127,17,47,0,17,10,9,22,7,0,0,31,0,19,0,27,27,0,0,0,10,48,0,25,0,0,78,0,0,0,0,0,0,13,0,4,0,0,22,108,0,64,7,5,0,0,0,9,0,72,0,0,25,0,2,21,64,39,17,18,89,0,0,0,0,17,13,8,0,24,0,16,5,0,0,0,44,75,14,0,0,24,33,0,0,22,0,0,0,5,49,99,21,1,0,8,0,12,0,0,0,0,0,0,147,0,4,55,189
0.5,2,2019,1,7,39,0,0,0,17,18,0,0,13,0,7,20,21,28,55,0,25,11,0,0,0,0,11,48,0,0,105,0,0,8,3,0,0,0,8,13,0,13,41,0,0,19,0,0,10,64,39,7,25,0,13,0,0,21,5,0,69,0,0,0,34,24,0,18,0,29,0,0,81,0,0,9,112,39,0,0,1,0,15,218,0,0,0,0,58,0,0,15,0,14,0,39,85,15,96,0,0,9,7,0,0,0,0,0,25,0,0,5,8,54,8,0,37,3,0,6,69,0,0,0,0,0,8,0,85,29,8,43,0,0,12,43,33,0,91,0,55,114,0,23,0,0,1,7,82,17,0,62,93,0,134,0,41,0,0,0,14,0,0,9,65,0,0,0,0,42,43,8,0,37,5,42,12
0.5,2,2019,2,34,9,0,99,3,9,0,12,6,0,0,9,30,2,0,16,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,6,6,56,6,119,0,0,0,0,3,15,0,89,46,0,0,0,0,0,2,0,0,155,18,91,0,0,5,0,0,17,13,0,10,0,0,0,0,0,98,9,24,37,0,0,0,0,36,18,4,0,76,0,0,0,33,168,0,55,43,0,0,0,125,0,36,0,25,0,7,44,39,53,0,20,0,0,4,0,2,199,0,17,0,0,0,92,57,67,163,0,0,17,0,0,0,8,7,0,0,5,6,0,31,0,0,33,5,0,20,8,36,25,10,0,0,0,0,9,1,0,0,0,0,25,0,7,86,0,0,0,12,4,0,2,63,0,0,51,7,61,9
0.5,2,2019,3,39,0,28,70,6,0,0,0,0,0,5,8,0,10,0,0,0,2,0,0,0,39,0,14,16,36,87,0,0,59,0,6,17,18,80,204,35,0,57,0,0,63,0,0,0,51,0,17,0,29,29,0,0,0,122,14,81,0,33,30,19,109,0,0,17,31,7,0,0,0,0,14,28,0,47,0,0,33,68,0,28,63,47,0,100,0,0,0,0,0,0,0,38,56,0,51,52,30,0,19,88,18,0,0,14,1,0,0,37,51,0,95,0,16,28,39,89,0,50,0,22,26,19,0,55,0,0,23,0,48,0,0,45,4,0,28,1,9,0,43,43,23,0,45,17,20,0,57,51,0,0,59,0,102,18,12,0,0,86,0,34,0,0,0,7,121,0,0,0,2,0,58,1,1
0.5,2,2019,4,0,135,0,0,16,8,0,0,34,0,41,14,0,0,0,28,3,0,9,191,0,74,0,0,0,0,0,0,71,48,27,0,0,0,24,78,2,0,1,0,0,11,24,0,0,179,0,0,0,0,0,37,0,0,17,1,51,53,0,33,0,153,0,146,28,0,3,166,50,0,21,0,0,0,27,41,0,43,0,0,0,0,0,0,5,0,0,0,56,67,0,0,0,96,0,0,0,0,0,33,0,13,0,0,68,0,44,4,0,97,0,51,0,49,0,1,31,82,68,41,60,0,0,0,0,0,5,0,19,0,0,0,36,26,14,0,4,0,0,0,0,0,98,95,0,0,0,0,110,0,30,0,131,0,32,0,12,0,0,84,72,60,12,38,0,0,0,14,0,0,9,40,0,0
0.5,2,2019,5,0,0,0,13,9,20,0,42,0,2,37,0,0,58,0,18,0,20,0,0,10,0,0,0,0,0,0,69,0,2,0,0,77,0,107,0,31,4,59,5,3,0,0,91,0,0,29,0,94,26,10,57,0,0,0,0,28,73,0,0,103,0,0,0,70,15,30,39,0,0,48,0,37,85,59,26,38,47,0,0,0,17,0,30,0,13,0,28,4,0,0,28,0,0,109,23,102,0,0,64,2,21,0,0,0,0,0,0,124,0,16,45,4,0,24,9,25,33,120,7,0,14,0,63,0,0,40,9,0,0,49,0,54,0,33,53,0,0,0,21,3,13,0,0,0,0,5,50,30,0,95,23,79,3,0,0,24,0,0,3,6,9,0,0,15,112,24,76,30,8,0,16,11,9
0.5,2,2019,6,0,2,0,2,0,38,0,0,0,19,0,0,5,0,80,75,1,0,26,0,0,0,74,0,4,27,2,0,116,2,10,0,1,0,0,0,53,0,0,0,31,0,10,0,0,0,44,0,0,0,47,0,0,0,0,7,6,0,0,0,0,0,31,108,113,83,9,21,0,12,0,0,30,0,21,76,0,0,70,10,5,0,0,50,5,1,0,0,105,0,9,0,18,80,7,0,17,30,0,58,14,64,11,0,0,0,68,29,17,0,0,29,0,0,11,0,0,0,0,139,0,0,0,31,0,6,0,0,0,40,59,0,3,70,0,47,0,82,29,86,17,0,84,0,0,22,30,78,0,36,26,0,0,0,0,138,13,26,123,0,38,0,55,0,90,0,0,30,0,10,0,27,0,0
0.5,2,2019,7,0,0,0,0,0,0,7,59,0,10,16,0,21,0,0,0,20,16,0,0,127,0,0,69,23,7,42,52,0,3,0,108,22,0,52,5,0,4,0,56,0,42,8,0,115,1,0,0,50,0,0,0,0,38,0,0,0,0,85,0,150,1,0,61,0,36,137,0,0,23,0,0,0,0,65,0,0,10,0,0,34,0,30,62,0,3,0,0,60,62,0,10,77,103,1,0,0,100,0,8,0,0,0,243,0,7,0,0,0,2,0,0,0,0,108,88,0,7,68,0,39,91,0,0,102,3,0,0,0,19,25,188,0,3,4,0,0,124,49,0,9,0,6,20,1,158,10,0,55,0,0,0,0,33,1,35,7,0,39,0,0,0,0,0,14,1,0,110,6,53,0,6,53,7
0.5,2,2019,8,23,0,0,0,0,53,0,108,99,0,0,63,108,0,0,2,19,0,26,0,0,0,0,0,0,0,0,0,121,0,0,7,136,0,18,26,15,0,17,0,9,26,0,66,0,47,0,0,0,95,0,0,0,18,4,0,0,0,0,0,22,0,0,0,123,105,37,0,0,0,0,0,35,50,85,0,19,0,0,21,0,0,0,22,31,0,39,0,0,24,20,147,0,16,10,71,0,28,6,0,0,0,7,64,6,12,3,0,0,0,0,0,0,0,0,0,0,77,53,21,0,32,38,31,0,14,44,7,14,0,2,0,18,0,0,0,4,0,19,36,0,0,0,56,2,0,0,14,70,43,12,0,0,0,0,0,0,0,87,10,45,22,0,28,0,14,0,215,0,0,79,0,20,24
0.5,2,2019,9,45,119,121,0,41,14,14,0,14,137,69,0,0,0,42,23,0,0,0,0,78,13,0,2,0,116,0,0,0,20,16,23,0,0,0,15,0,9,54,61,0,0,0,48,41,0,0,45,56,0,4,0,0,73,41,29,0,47,0,0,4,0,31,7,0,0,0,0,8,46,0,0,7,41,5,0,9,0,0,25,15,7,26,18,0,0,0,0,17,51,104,12,0,0,40,7,13,33,21,44,0,27,48,0,13,0,101,0,7,0,23,0,0,0,71,0,0,29,0,69,0,14,0,0,18,8,29,0,0,0,138,0,0,0,8,0,71,0,63,0,15,67,0,110,0,89,17,0,0,0,0,0,0,0,36,0,0,15,0,0,0,75,43,0,15,3,18,18,12,0,0,0,61,7
0.5,2,2019,10,44,164,0,19,17,129,142,19,0,42,0,33,69,0,12,0,0,0,30,82,85,0,55,26,0,0,0,70,13,26,0,23,0,0,12,0,43,0,15,0,9,0,0,152,0,41,266,0,0,17,109,71,0,36,0,124,106,0,0,0,0,42,0,0,0,135,12,0,0,144,41,0,0,0,0,7,78,0,46,0,23,25,0,0,13,0,0,3,195,0,40,0,36,8,59,0,12,12,0,0,0,0,55,0,0,26,0,0,0,102,49,52,0,30,0,0,0,9,0,2,0,0,24,0,25,0,39,8,0,0,12,44,0,0,53,22,0,0,0,12,0,190,0,0,6,72,37,0,60,9,0,0,0,0,71,0,94,4,12,5,0,0,0,11,0,32,0,0,0,77,22,0,2,0
0.5,2,2019,11,139,16,0,8,0,107,0,14,0,26,32,17,10,61,0,0,0,149,0,25,18,0,0,0,0,0,0,57,108,0,0,0,20,42,0,0,37,11,0,11,0,0,37,109,0,90,0,31,0,63,68,0,84,51,35,0,38,48,0,95,0,0,4,7,14,0,101,0,0,0,6,80,20,41,0,4,0,0,0,18,0,30,0,0,16,0,55,10,0,103,2,0,12,0,41,40,128,0,0,28,0,4,4,0,0,49,51,0,0,0,57,0,23,0,11,0,34,0,13,0,22,55,0,53,8,0,0,0,20,29,0,0,40,82,1,100,3,0,48,0,0,0,48,44,0,0,0,6,0,35,0,0,0,0,92,0,0,0,0,0,0,4,4,0,0,107,0,0,0,0,29,0,22,0
0.5,2,2019,12,0,32,0,5,0,26,0,49,0,57,0,24,0,67,0,0,0,0,0,87,122,0,75,4,0,21,20,153,0,17,0,0,0,273,37,36,3,0,0,0,0,29,8,0,0,0,0,81,13,37,0,0,0,58,33,0,1,0,12,89,7,5,0,0,0,0,28,24,0,45,0,0,0,0,0,0,0,145,0,0,0,12,0,45,1,2,5,0,0,0,8,0,0,113,0,37,37,0,0,0,20,13,33,87,19,0,0,46,0,0,21,0,73,14,0,90,0,0,0,0,0,0,0,0,32,37,0,0,0,0,36,21,0,0,0,15,0,143,33,0,7,70,7,0,0,46,14,14,64,62,73,0,4,27,29,10,0,37,23,0,0,0,0,0,0,4,12,16,45,0,0,49,0,119
