epsilon,neighborhood,year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
4.0,0,2019,11,5,3,4,0,0,0,0,0,4,0,0,0,0,0,15,5,14,3,0,1,0,6,0,0,0,0,11,0,1,1,0,4,10,12,4,0,941,0,0,6,0,8,7,219,2,8,2,1,0,0,0,3,0,35,0,0,4,0,0,0,12,5,1,0,0,38,2,0,0,0,2,4,1,0,0,14,0,4,3,0,3,0,1,5,6,0,0,14,5,0,17,2,1,4,5,2,20,0,10,0,0,0,0,4,11,0,0,0,7,2,0,5,6,7,9,0,4,3,6,4,4,2,0,0,17,11,0,0,0,3,5,0,0,6,5,2,1,0,0,3,2,8,3,4,0,0,0,0,21,22,0,0,6,0,2,4,1,0,0,4,1,0,4,0,3,0,18,0,0,0,0,7,25,0
4.0,0,2019,12,0,3,7,1,0,0,2,0,1,11,4,0,1,0,2,0,2,2,1,2,2,5,0,5,0,0,6,0,5,4,4,0,0,0,0,2,1494,0,1,3,29,10,10,245,2,4,0,0,6,0,6,1,0,45,0,0,0,5,0,0,0,12,0,0,7,33,0,5,0,0,0,0,9,0,0,3,4,0,3,0,13,2,12,0,0,0,0,0,8,0,0,5,0,4,0,0,4,0,8,0,0,0,0,12,0,2,13,1,10,0,0,0,4,16,0,2,0,2,0,15,1,0,0,0,0,0,7,1,0,0,6,4,0,3,4,0,0,0,0,12,6,2,2,0,2,1,0,1,37,2,0,4,0,0,0,0,4,0,0,7,7,7,0,0,18,4,0,0,0,9,1,0,0,2
4.0,1,2019,1,5,0,7,13,0,0,0,4,1,111,5,0,9,0,0,4,6,2,6,8,0,17,0,0,0,9,8,0,1,12,0,7,8,0,14,6,33,2,2,0,7,0,8,0,1,0,3,8,0,4,0,6,7,19,3,0,0,5,0,1,3,21,0,0,8,6,0,0,0,0,1,3,6,1,60,6,0,16,2,0,13,0,4,0,0,6,0,6,0,2,2,2,0,0,0,0,7,10,7,5,4,2,0,21,3,1,0,0,0,7,1,0,15,0,0,0,3,11,0,6,2,9,5,5,0,14,3,0,5,0,8,0,3,0,0,15,0,0,0,3,0,0,6,0,8,7,2,1,50,0,0,0,4,0,1,23,6,4,0,8,3,0,0,11,6,5,11,3,0,0,0,0,6,1
4.0,1,2019,2,8,0,3,2,1,3,0,0,0,115,0,2,12,1,3,1,6,0,0,0,0,0,0,0,14,0,12,0,4,13,0,0,0,0,0,3,23,0,5,1,0,0,22,0,0,1,0,0,0,7,4,3,25,7,0,0,0,0,9,6,4,6,5,12,10,0,2,0,0,0,4,2,3,0,99,0,0,0,3,0,0,0,14,5,7,0,1,0,2,9,2,8,3,0,19,0,7,0,0,0,0,0,1,0,0,1,0,3,2,6,3,1,2,3,0,5,0,9,5,7,13,0,1,1,0,1,3,2,0,0,0,0,8,0,0,0,2,2,0,0,0,0,4,1,0,0,19,0,45,0,0,0,0,13,2,0,0,2,0,0,8,0,0,15,0,12,6,7,1,5,17,0,13,0
4.0,1,2019,3,0,0,1,0,1,0,4,6,0,80,0,0,0,0,0,15,2,1,1,0,0,1,1,0,22,7,13,1,4,3,0,0,6,0,0,27,97,3,0,7,0,4,13,5,0,7,11,0,0,16,4,7,1,21,0,0,5,0,0,2,2,23,16,2,7,10,1,12,0,0,7,0,8,8,176,8,0,0,5,14,0,0,4,9,7,0,0,0,5,0,0,12,0,27,9,5,4,0,3,10,3,0,4,12,2,4,6,1,0,0,0,0,0,0,0,0,5,17,0,15,2,0,0,0,4,4,0,0,0,0,0,0,5,10,3,19,0,0,0,2,16,5,3,3,0,10,0,0,75,3,0,2,0,4,7,5,1,7,0,8,0,0,0,1,8,0,6,0,0,0,0,0,3,0
4.0,1,2019,4,6,0,0,3,0,0,0,0,6,104,4,8,0,9,0,13,0,4,0,0,2,3,0,0,4,2,29,4,15,7,0,0,10,2,0,15,87,1,0,0,0,0,12,42,4,0,5,6,0,3,7,7,0,37,1,0,0,2,5,0,2,17,3,0,14,8,0,0,0,0,0,6,0,0,56,0,0,0,0,0,8,1,0,7,17,1,2,0,4,4,1,21,0,0,14,5,1,0,0,0,4,0,0,9,0,0,4,15,6,0,9,4,4,3,0,0,0,0,0,1,3,0,0,12,11,4,21,0,13,0,0,0,0,0,1,20,1,0,5,2,0,4,0,0,9,0,0,8,58,0,0,0,2,0,0,12,0,24,0,10,0,0,6,3,5,0,0,0,0,0,0,6,17,4
4.0,1,2019,5,6,0,14,0,12,23,3,16,3,96,0,1,0,1,16,0,7,10,11,13,0,15,4,0,0,7,1,2,8,1,1,4,5,0,0,7,121,0,3,0,0,6,16,99,0,0,0,2,0,0,0,9,25,6,4,0,0,4,9,22,3,17,5,2,8,32,3,0,0,9,0,1,2,0,37,0,7,0,13,6,10,1,4,11,5,0,8,11,8,0,4,2,0,0,8,0,5,6,0,0,0,11,0,10,5,6,2,2,4,4,0,7,0,0,0,0,0,10,0,0,5,0,17,0,0,3,0,0,3,14,0,6,5,6,5,8,0,3,5,0,0,11,6,17,4,0,1,2,75,2,3,0,4,1,13,0,0,24,0,5,6,0,4,4,2,12,10,7,3,0,9,2,7,7
4.0,1,2019,6,0,5,0,0,0,16,6,4,3,106,11,0,0,0,4,4,1,0,6,0,3,14,0,0,3,6,7,14,0,7,3,6,4,5,1,4,75,7,0,0,0,7,15,72,0,1,1,5,8,0,9,0,3,11,0,0,1,0,5,2,0,18,0,0,5,4,0,0,13,2,3,2,8,0,56,0,0,0,0,20,0,0,0,17,0,0,3,3,0,0,0,0,0,1,0,0,12,14,1,0,0,13,0,2,4,1,2,0,0,15,0,3,3,4,0,0,1,12,11,0,0,11,7,7,0,4,3,2,0,0,1,0,0,12,3,17,0,2,16,0,0,1,0,3,9,0,0,0,42,0,1,1,2,0,9,0,0,21,3,0,7,0,0,0,0,0,5,2,2,0,13,6,6,5
4.0,1,2019,7,10,0,0,1,3,3,0,0,0,100,1,0,0,0,8,5,9,3,2,0,3,0,0,3,11,0,17,0,1,0,0,0,0,0,11,2,75,0,2,0,0,0,13,99,2,7,5,3,0,0,9,0,3,19,0,0,5,4,0,16,13,19,0,20,17,10,0,0,5,0,0,6,6,6,32,3,0,1,0,3,4,2,0,3,0,0,3,3,0,0,0,0,0,9,3,0,0,0,0,5,0,0,0,7,0,13,3,2,0,2,1,2,4,0,0,0,7,14,0,0,1,0,3,0,2,0,0,8,0,0,0,0,4,0,3,16,1,2,0,0,3,0,12,5,6,1,0,4,50,0,6,7,1,0,1,6,8,15,0,12,4,2,15,0,12,0,3,6,0,26,1,0,0,0
4.0,1,2019,8,0,0,0,0,3,2,3,0,0,99,0,0,5,4,1,0,5,4,4,4,5,1,0,2,1,3,3,0,9,15,8,4,6,2,8,11,92,0,0,3,0,0,10,86,0,0,8,1,0,0,4,0,6,26,4,0,2,0,12,4,0,16,0,3,0,4,0,2,6,4,4,0,0,4,24,0,0,0,0,10,7,1,0,3,4,9,7,0,8,24,5,10,0,4,0,0,35,0,4,6,6,27,0,0,2,0,0,0,4,3,0,2,0,0,4,1,4,0,6,2,1,2,7,1,1,22,4,0,4,0,0,1,10,10,0,8,0,24,16,2,5,3,6,0,0,2,2,0,65,0,0,2,3,3,3,0,2,9,0,4,8,2,8,0,0,4,6,6,6,5,13,0,3,0
4.0,1,2019,9,0,1,0,9,1,1,0,0,0,86,0,1,7,7,2,0,7,10,0,3,0,5,26,0,8,2,24,0,7,0,0,0,20,5,6,19,74,0,0,0,0,0,24,89,0,0,15,4,14,0,3,5,0,30,0,0,0,0,2,0,0,22,0,0,14,0,0,2,0,1,5,0,6,0,27,1,0,1,0,0,6,5,0,0,7,3,1,2,4,6,0,9,6,20,15,0,0,0,3,0,0,6,0,12,0,0,2,4,0,0,12,0,1,1,0,2,0,4,0,2,0,1,0,0,0,0,7,0,10,15,2,0,0,5,0,0,1,6,4,0,2,0,1,7,0,0,0,7,42,4,3,0,1,0,0,3,9,0,0,0,0,8,1,1,12,0,7,0,1,36,4,0,5,0
4.0,1,2019,10,0,0,0,0,1,9,0,0,0,70,1,0,6,0,0,0,0,0,3,0,1,0,0,0,5,0,7,0,5,0,3,1,13,0,0,0,122,0,4,0,0,0,30,124,10,0,1,2,0,6,14,7,4,15,0,14,0,3,3,6,22,8,0,0,6,0,0,6,10,0,0,10,0,0,0,2,0,15,0,4,8,0,4,9,11,1,8,5,4,0,0,0,2,0,13,7,20,9,0,3,0,0,0,4,0,6,0,3,1,0,0,0,2,1,0,0,0,18,0,3,2,10,9,1,2,9,0,0,0,5,5,0,6,0,0,22,0,0,1,3,0,3,2,0,0,1,0,10,31,17,0,14,0,0,0,0,2,30,0,3,2,1,0,8,10,0,0,0,6,0,0,0,0,1
4.0,1,2019,11,6,0,3,5,5,0,0,0,10,101,10,2,0,0,0,1,0,6,14,1,3,0,0,0,1,11,9,0,0,9,0,6,7,1,0,5,99,0,0,2,2,0,14,63,0,5,0,0,0,7,7,0,2,32,12,0,7,11,10,2,3,9,4,1,9,0,3,5,0,5,4,6,2,0,9,0,6,0,1,1,17,0,0,4,0,16,13,0,3,0,3,6,11,0,13,0,21,0,1,2,2,0,10,6,3,0,1,0,0,0,0,0,4,8,0,0,0,0,2,1,0,0,0,6,15,0,0,7,10,0,0,0,2,0,0,8,0,4,0,0,1,1,17,0,0,3,0,8,14,1,0,0,5,5,0,0,5,20,0,0,2,7,0,0,9,0,2,0,0,1,0,0,6,5
4.0,1,2019,12,4,0,0,0,0,0,2,0,0,117,3,0,2,0,7,9,0,0,0,0,2,5,2,5,0,0,5,0,2,1,0,21,0,19,15,11,99,1,7,0,0,1,17,54,0,1,6,0,10,3,8,1,4,1,5,0,8,21,0,0,8,6,7,0,0,16,2,6,0,2,3,1,6,1,0,0,4,0,2,1,16,3,0,0,0,1,6,0,3,0,1,10,0,1,0,0,0,0,3,0,1,0,0,8,14,0,11,1,1,0,0,0,1,0,9,0,0,6,0,0,4,8,8,2,2,11,0,0,0,0,3,3,1,0,3,6,2,1,0,0,0,5,11,2,0,1,3,4,12,0,3,0,0,0,2,7,12,16,0,0,5,0,3,0,1,0,2,0,0,18,0,1,7,24
4.0,2,2019,1,1,5,0,0,0,2,2,0,0,3,0,1,2,3,4,7,0,3,1,0,0,0,0,1,6,0,0,13,0,1,1,0,0,0,0,1,9,0,2,5,0,0,2,0,0,1,8,5,1,3,0,2,0,0,3,1,0,9,0,0,0,8,6,0,3,4,4,0,0,10,0,0,3,14,49,0,0,1,0,2,29,0,0,0,0,7,0,0,2,0,2,0,5,11,3,12,0,0,1,1,0,0,0,0,0,3,0,0,2,1,7,2,0,5,0,0,1,9,0,0,0,0,0,1,0,11,4,1,5,0,0,2,5,4,0,17,0,7,14,0,3,0,0,0,1,10,2,0,28,12,0,17,0,6,0,0,0,2,0,0,1,8,0,0,0,0,6,6,1,0,5,1,5,2
4.0,2,2019,2,4,1,0,12,0,1,0,1,1,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,7,2,31,0,0,0,0,0,3,0,11,6,0,0,0,0,0,0,0,0,19,2,11,0,0,1,0,0,2,2,0,11,0,0,0,0,0,12,1,3,53,0,0,0,0,5,2,0,0,10,0,0,0,4,21,0,7,5,0,0,0,16,0,5,0,3,0,1,5,7,7,0,3,0,0,1,0,0,25,0,2,0,0,0,11,7,8,20,0,0,2,0,0,0,1,1,0,0,1,1,0,7,0,0,4,1,0,2,3,4,3,1,0,0,9,3,1,0,0,0,0,0,3,0,1,11,0,0,0,1,1,0,0,8,0,0,6,1,8,1
4.0,2,2019,3,5,0,3,9,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5,0,2,2,5,17,0,0,7,0,1,3,2,10,25,15,0,7,0,0,8,1,0,0,6,0,2,0,4,4,0,0,0,15,2,10,0,4,4,2,15,0,0,2,9,1,0,0,0,0,2,4,0,54,0,0,4,9,0,3,8,6,0,15,0,0,0,0,0,0,0,5,7,0,6,8,4,0,2,11,2,0,0,2,0,0,0,5,6,0,13,0,2,4,5,11,0,6,0,4,3,3,0,7,0,0,3,0,6,0,0,6,1,0,8,0,1,0,5,5,4,0,6,2,3,0,7,30,0,0,7,0,13,2,2,0,0,11,0,6,0,0,0,3,15,0,0,0,0,0,8,1,0
4.0,2,2019,4,0,17,0,0,2,1,0,0,4,0,5,2,0,1,0,4,2,0,1,24,0,9,0,0,0,0,0,0,9,7,3,0,0,0,3,10,7,0,0,0,0,1,4,0,0,22,0,0,0,0,0,5,0,1,2,0,6,7,0,5,0,20,1,18,4,2,0,21,6,0,3,0,0,0,53,5,0,5,0,0,0,0,0,0,1,0,0,0,7,8,0,0,0,13,0,0,1,0,0,4,0,2,0,0,9,0,8,0,0,12,0,6,0,6,0,0,4,11,9,5,7,0,0,0,0,0,1,0,2,0,0,0,4,3,2,0,0,0,0,0,0,0,13,12,0,0,0,0,31,0,4,0,16,0,4,0,1,0,0,10,9,7,1,5,0,0,0,3,0,0,1,5,0,0
4.0,2,2019,5,0,0,0,2,1,2,0,5,0,5,5,0,0,7,0,2,0,3,0,0,1,0,0,0,0,0,0,9,0,3,0,0,11,0,13,0,8,0,7,1,0,0,0,28,0,0,4,0,12,3,2,7,0,5,0,0,4,9,0,0,13,1,0,0,11,10,4,5,0,0,6,0,6,11,49,3,5,6,0,0,2,2,0,5,0,2,0,3,0,0,0,3,0,0,14,3,16,0,0,8,0,3,0,1,0,0,0,0,15,0,2,6,1,0,3,1,3,6,15,2,0,2,0,8,0,0,5,1,0,0,6,0,7,0,5,11,0,0,0,3,0,2,0,0,0,0,1,6,16,0,12,3,10,1,0,0,3,0,0,0,1,1,0,0,5,14,3,10,4,1,0,2,1,1
4.0,2,2019,6,0,0,0,0,0,5,0,0,0,6,0,0,1,0,10,9,1,0,3,0,0,0,9,0,1,4,3,0,14,1,1,0,2,0,0,0,14,0,0,0,4,0,4,33,0,0,6,0,0,0,6,0,1,0,0,1,1,0,0,0,0,0,5,13,14,38,1,3,0,2,0,0,5,0,37,9,0,0,9,1,1,0,0,7,1,0,0,0,13,0,1,0,2,10,1,0,11,4,0,8,2,8,1,0,0,0,9,4,2,0,0,4,0,0,1,0,0,1,0,17,0,0,0,4,0,1,0,0,0,5,7,0,0,9,0,9,0,10,4,11,2,0,10,0,0,4,4,10,11,5,3,0,0,0,0,20,2,6,15,0,6,0,8,0,11,0,0,5,0,1,0,3,0,0
4.0,2,2019,7,0,0,0,0,0,0,1,7,0,2,2,0,3,0,0,0,3,2,0,0,16,0,0,9,3,1,11,7,0,5,0,14,5,0,6,7,0,1,0,7,0,5,4,18,14,0,0,0,6,0,0,0,0,9,0,0,0,0,11,0,19,2,0,8,0,17,17,0,0,3,0,0,0,0,37,0,0,1,0,0,5,0,4,8,0,0,0,0,7,8,0,1,10,13,0,0,1,12,0,2,0,0,0,32,0,1,0,0,0,1,0,0,0,0,14,11,0,2,9,0,5,11,0,0,13,0,0,0,0,2,3,23,0,0,1,6,0,15,6,0,1,0,2,2,0,20,1,0,28,0,0,0,0,4,2,4,1,0,5,0,0,0,0,0,2,0,0,15,1,7,0,1,7,1
4.0,2,2019,8,3,0,0,0,0,7,0,14,12,0,0,8,14,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,16,1,0,1,17,0,2,6,6,0,2,0,1,3,0,26,0,6,0,0,0,12,0,0,0,8,0,0,0,0,0,0,4,1,0,1,16,21,5,0,0,0,0,0,7,6,44,0,2,0,0,3,0,0,0,4,5,0,5,0,0,3,2,18,0,2,1,9,0,4,1,0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,0,0,0,10,7,3,0,4,5,4,0,2,6,1,2,0,0,0,7,0,0,0,0,0,2,4,0,0,0,7,0,0,0,2,24,5,1,0,0,0,0,0,0,0,11,1,7,3,0,5,0,3,0,27,0,0,10,0,2,3
4.0,2,2019,9,6,15,15,0,5,2,2,0,2,20,9,0,0,0,5,5,0,0,0,0,10,2,0,0,0,15,0,0,0,4,2,3,0,0,0,2,0,1,7,8,0,0,0,33,5,0,0,6,7,0,1,0,0,13,5,4,0,6,0,0,0,0,6,1,0,0,0,0,1,6,0,0,2,5,20,0,1,0,0,3,4,1,3,3,0,0,0,0,2,6,13,1,0,0,6,1,3,4,3,6,0,3,6,1,2,0,14,0,1,0,4,0,0,0,9,0,0,4,0,9,0,2,0,0,2,1,4,0,0,0,17,0,1,0,3,1,9,0,8,0,2,8,0,14,0,11,2,0,23,0,0,0,0,0,4,0,0,3,0,0,0,9,7,0,2,0,3,2,1,0,0,0,8,2
4.0,2,2019,10,5,20,0,2,2,16,18,2,0,11,0,4,9,0,2,0,0,0,4,10,11,0,7,3,0,0,0,9,3,6,0,3,0,0,1,0,6,0,2,0,1,0,0,93,0,5,33,0,0,3,15,9,0,4,0,15,13,0,0,0,0,7,1,0,0,19,2,0,0,18,5,0,0,0,0,1,10,0,6,0,4,3,0,0,2,0,0,0,24,0,5,0,4,1,7,0,4,2,0,0,0,0,7,1,0,3,0,0,0,14,6,7,0,4,0,0,0,2,0,1,0,0,4,0,3,0,5,1,0,0,1,6,0,0,7,7,0,1,0,1,0,24,2,0,1,9,5,0,40,2,0,0,0,0,9,0,12,1,2,1,0,0,0,1,0,4,0,0,0,10,3,0,1,0
4.0,2,2019,11,17,2,0,1,0,13,0,2,0,6,4,2,1,8,0,0,0,19,0,3,2,0,0,0,0,0,0,7,14,0,0,0,4,5,0,0,6,1,0,1,0,0,10,75,0,11,0,4,0,8,8,0,11,14,4,0,5,6,0,13,0,0,1,1,2,0,13,0,0,0,1,10,6,5,0,0,0,0,0,2,0,4,1,0,4,0,7,1,0,13,1,0,1,0,9,5,17,0,0,4,0,0,0,0,0,6,7,0,0,0,9,0,3,0,1,0,4,0,2,0,3,7,0,7,1,0,0,0,3,4,0,0,5,10,0,20,0,0,6,0,0,0,7,5,0,0,0,1,17,4,0,0,0,0,11,0,0,1,0,0,0,0,1,0,0,13,1,0,0,0,4,0,3,0
4.0,2,2019,12,0,4,0,1,0,3,0,6,0,9,0,3,0,8,0,0,0,0,0,11,15,0,9,0,0,3,7,19,0,2,0,0,0,34,5,6,2,0,0,0,0,4,5,45,0,0,0,10,2,5,2,0,0,9,4,0,0,0,1,11,1,2,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,18,0,0,0,1,0,6,0,0,1,0,0,0,1,0,0,14,0,5,7,0,0,0,3,2,4,14,2,0,0,6,0,0,3,0,9,2,0,11,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,4,0,18,4,0,1,10,3,0,0,6,2,2,18,8,9,0,0,4,4,1,0,6,3,0,0,0,0,0,0,1,2,2,6,0,0,6,0,15
